"stagadenn","lec_hanv","kumun","insee","rummad","dibab","deiziad_degemer","niv"
,"Moulin Provost","Motrev",29152,"Kêriadenn","Meilh Provost",25/03/2013,2200
,"Lost an Ale","Motrev",29152,"Kêriadenn","Lost an Ale",08/03/2013,131992
,"Cateliner","Motrev",29152,"Kêriadenn","Kateliner",25/03/2013,2213
,"Motreff","Motrev",29152,"Kumun","Motrev","0000-00-00",6566
"Fontaine","Saint-Leuffroy","Motrev",29152,"Monumant","Feuteun Sant-Leri",29/01/2009,97117
,"Saint-Sauveur","Motrev",29152,"Kêriadenn","Sant-Salver",25/03/2013,2222
,"Kermangis","Motrev",29152,"Kêriadenn","Kermañjiz",07/02/2013,2209
,"Kerantigoff","Motrev",29152,"Kêriadenn","Kerantigov",25/03/2013,10183
,"Kergaravat","Motrev",29152,"Kêriadenn","Kergaravad",11/03/2013,2205
"La","Grande Ile","Motrev",29152,"Kêriadenn","An Enez Vras",08/03/2013,2173
,"Kerrouiller","Motrev",29152,"Kêriadenn","Kerouilher",25/03/2013,2210
,"Coat ar Zant","Motrev",29152,"Kêriadenn","Koad ar Sant",11/03/2013,2182
,"Saint-Pierre du Brugou","Motrev",29152,"Monumant","Sant Pêr ar Brugoù",29/01/2009,97100
,"Penkêr Riwal","Motrev",29152,"Kêriadenn","Penkêr Riwal",25/03/2013,131993
,"Ville-Neuve","Motrev",29152,"Kêriadenn","Kernevez",11/03/2013,2202
,"Créhenquer","Motrev",29152,"Kêriadenn","Krec'hanken",25/03/2013,10182
"Chapelle","Sainte-Brigitte","Motrev",29152,"Monumant","Chapel Santez Brijid",25/03/2013,84794
,"Gwaremm Wenn","Motrev",29152,"Kêriadenn","Gwaremm Wenn",25/02/2013,131825
,"Kergorlay","Motrev",29152,"Kêriadenn","Kergorlae",25/03/2013,2206
"La Gare de","Motreff","Motrev",29152,"Kêriadenn","Gar Motrev",11/03/2013,131858
,"Liorz Margot","Motrev",29152,"Kêriadenn","Liorzh Margod",25/03/2013,2225
,"Ty Névez","Motrev",29152,"Kêriadenn","Ti Nevez",08/03/2013,2217
,"Kergaravat Vihan","Motrev",29152,"Kêriadenn","Kergaravad Vihan",11/03/2013,131823
"Dolmen de","Kervoulédic","Motrev",29152,"Monumant","Taol-vaen Kervoulidig",29/01/2009,97116
,"Restourhan","Motrev",29152,"Kêriadenn","Restourhant",25/03/2013,2197
,"Kerhuel","Motrev",29152,"Kêriadenn","Keruhel",06/02/2013,10185
"La","Haie Goff","Motrev",29152,"Kêriadenn","An Hae Gov",25/03/2013,2196
,"Treveller","Motrev",29152,"Kêriadenn","Treveler",18/06/2009,2188
,"Treveller Vian","Motrev",29152,"Kêriadenn","Treveler Vihan",25/03/2013,2189
,"Ty Coat","Motrev",29152,"Kêriadenn","Ti Koad",08/03/2013,131860
,"Kerlupet Vian","Motrev",29152,"Kêriadenn","Kerluped Vihan",25/03/2013,131434
,"Kernon","Motrev",29152,"Kêriadenn","Kernonn",11/03/2013,2186
,"Sterlen","Motrev",29152,"Kêriadenn","Sterlenn",21/01/2003,2171
,"Pont Prons","Motrev",29152,"Kêriadenn","Pont Provost",25/03/2013,2179
,"Keribin","Motrev",29152,"Kêriadenn","Keribin",08/03/2013,2207
,"Barnaou","Motrev",29152,"Kêriadenn","Barnaou",25/03/2013,2201
,"Saint-Leuffroy","Motrev",29152,"Kêriadenn","Sant-Leri",29/01/2009,2221
,"Saint Patern","Motrev",29152,"Monumant","Sant Patern",25/03/2013,131893
,"Croas an Dilen","Motrev",29152,"Kêriadenn","Kroaz an Delen",06/02/2013,2218
,"Ker Yvon","Motrev",29152,"Kêriadenn","Kêr Ivon",25/03/2013,131437
,"Port de Carhaix","Motrev",29152,"Kêriadenn","Pont ar Gergoad",08/11/1994,7226
"Le","Brugou","Motrev",29152,"Kêriadenn","Ar Brugoù",20/03/2006,2181
,"Glazennou","Motrev",29152,"Kêriadenn","Glazennoù",08/03/2013,131990
,"Kerret","Motrev",29152,"Kêriadenn","Kerred",25/03/2013,2172
"La","Garenne","Motrev",29152,"Kêriadenn","Ar Waremm",11/03/2013,2224
"Le lavoir du","Bourg","Motrev",29152,"Monumant","Stêr-gannañ ar vourc'h",29/01/2009,97101
,"Penkêr Bouluenn","Motrev",29152,"Kêriadenn","Penkêr Bouluenn",25/03/2013,131994
,"Leign Bozec","Motrev",29152,"Kêriadenn","Lein Bozeg",08/03/2013,10186
"Moulin de","Cateliner","Motrev",29152,"Kêriadenn","Meilh Kateliner",25/03/2013,131892
,"Moulin Neuf","Motrev",29152,"Kêriadenn","Ar Veilh Nevez",30/11/2000,6584
"Chapelle","Saint-Leuffroy","Motrev",29152,"Monumant","Chapel Sant-Leri",29/01/2009,98090
,"Saint-Comté","Motrev",29152,"Kêriadenn","Sant-Kontez",25/03/2013,2220
,"Penayeun","Motrev",29152,"Kêriadenn","Pennayeun",07/02/2013,2176
,"Kerbirien","Motrev",29152,"Kêriadenn","Kervirien",25/03/2013,2214
"Le","Vern","Motrev",29152,"Kêriadenn","Ar Vern",11/03/2013,2175
"La","Montagne","Motrev",29152,"Kêriadenn","Menez Motrev",21/01/2003,10187
,"Lannegenou","Motrev",29152,"Kêriadenn","Lannijennoù",25/03/2013,2185
,"Kerborgne","Motrev",29152,"Kêriadenn","Kerborn",08/03/2013,2203
"Le","Cosquer","Motrev",29152,"Kêriadenn","Ar Gozhkêr",11/03/2013,2187
"Etang du","Brugoù","Motrev",29152,"Dour","Lenn ar Brugoù",29/01/2009,98855
,"Pont Kuen","Motrev",29152,"Monumant","Pont Kuen",25/03/2013,131987
,"Mescouez","Motrev",29152,"Kêriadenn","Meskouez",11/03/2013,2223
"La","Haie Creiz","Motrev",29152,"Kêriadenn","An Hae Kreiz",25/03/2013,2195
,"Luzuverien","Motrev",29152,"Kêriadenn","Luzuverien",18/06/2009,2193
,"Trévourec","Motrev",29152,"Kêriadenn","Trevoureg",25/03/2013,2190
"Moulin de","Bronolo","Motrev",29152,"Kêriadenn","Meilh Bornolo",08/03/2013,2198
,"Kerlupet","Motrev",29152,"Kêriadenn","Kerluped",25/03/2013,2215
"La gare de","Port de Carhaix","Motrev",29152,"Monumant","Gar Pont ar Gergoad",11/03/2013,132003
"La","Butte du Cheval","Motrev",29152,"Kêriadenn","Lost Krec'henn ar Marc'h",25/03/2013,10180
,"Bronolo","Motrev",29152,"Kêriadenn","Bronolo",21/01/2003,2167
,"Maison Neuve","Motrev",29152,"Kêriadenn","An Tiri Nevez",25/03/2013,131436
,"Lescleden","Motrev",29152,"Kêriadenn","Leskledenn",08/03/2013,2192
,"Lescoat","Motrev",29152,"Kêriadenn","Leskoad",11/03/2013,2191
,"Kerléran","Motrev",29152,"Kêriadenn","Kerleran",07/02/2013,2208
,"Lannezval","Motrev",29152,"Kêriadenn","Lannezwal",29/01/2009,2194
,"Roz ar Garnoen","Motrev",29152,"Kêriadenn","Roz ar Garnoen",25/03/2013,2168
,"Pont Daoulas","Motrev",29152,"Kêriadenn","Pont Daoulaz",06/02/2013,2177
"Ecole des","Hirondelles","Motrev",29152,"Monumant","Skol ar Gwennili",23/05/2013,131822
,"Haut du Bourg","Motrev",29152,"Diseurt","Penn-nec'h ar Vourc'h",27/05/2010,113645
,"Ty Mahé","Motrev",29152,"Kêriadenn","Ti Mahe",25/03/2013,2216
,"Crehen Bolic","Motrev",29152,"Kêriadenn","Krec'henn Bolig",25/03/2013,10181
,"Kernaman","Motrev",29152,"Kêriadenn","Kernaman",25/03/2013,65718
,"Croas Kermangis","Motrev",29152,"Kêriadenn","Kroaz Kermañjiz",11/03/2013,2219
,"Stang ar Bacol","Ploneour-Lanwern",29174,"Kêriadenn","Stank ar Bakol",13/10/1999,2412
,"Penker","Ploneour-Lanwern",29174,"Kêriadenn","Penkêr",23/10/2007,92029
,"Trévilit","Ploneour-Lanwern",29174,"Kêriadenn","Trevilid",23/10/2007,66604
,"Kerseurec","Ploneour-Lanwern",29174,"Kêriadenn","Kerzeureg",23/10/2007,66510
,"Méloury Kerneizan","Ploneour-Lanwern",29174,"Kêriadenn","Melouri Kerneizan",23/10/2007,77976
,"Kergoulas","Ploneour-Lanwern",29174,"Kêriadenn","Kergoulaz",23/10/2007,66456
,"Kervilloc","Ploneour-Lanwern",29174,"Kêriadenn","Kervillog",23/10/2007,77926
,"Runevez","Ploneour-Lanwern",29174,"Kêriadenn","Ar Ru Nevez",23/10/2007,78007
,"Kerfoulard Vian","Ploneour-Lanwern",29174,"Kêriadenn","Kerfoular Vihan",23/10/2007,78082
,"Ar Faoioù","Ploneour-Lanwern",29174,"Kêriadenn","Ar Faoioù",23/10/2007,91874
,"Kerdalem Vras","Ploneour-Lanwern",29174,"Kêriadenn","Kerdalem Vras",23/10/2007,91884
"Rue","Traon ar Lin","Ploneour-Lanwern",29174,"Hent","Hent Traoñ ar Linenn",23/10/2007,82230
,"An Hent Kozh","Ploneour-Lanwern",29174,"Hent","An Hent Kozh",23/10/2007,91876
,"Toull-mein Kerscoudou","Ploneour-Lanwern",29174,"Diseurt","Toull-mein Kerskoudoù",23/10/2007,91914
"Manoir de","Trevilit","Ploneour-Lanwern",29174,"Monumant","Maner Trevilid",23/10/2007,77990
,"Kersulec","Ploneour-Lanwern",29174,"Kêriadenn","Kersuleg",23/10/2007,66516
,"Loc'h Meilh Bondivi","Ploneour-Lanwern",29174,"Dour","Loc'h Meilh Bondivi",23/10/2007,91959
,"Poull Keriequel","Ploneour-Lanwern",29174,"Monumant","Poull Keriekel",23/10/2007,91902
,"Kerparc","Ploneour-Lanwern",29174,"Kêriadenn","Kerpark",23/10/2007,78123
,"Kroez Vihan Langivoa","Ploneour-Lanwern",29174,"Monumant","Kroez Vihan Langiwa",23/10/2007,91872
,"Kerandraon Vihan","Ploneour-Lanwern",29174,"Kêriadenn","Kerandraon Vihan",23/10/2007,91880
,"Foennec ar Yeun","Ploneour-Lanwern",29174,"Maez","Foenneg ar Yeun",23/10/2007,78242
,"Kerlaouédec Bras","Ploneour-Lanwern",29174,"Kêriadenn","Kerlaouedeg Vras",23/10/2007,91908
,"Tachen ar Groaz","Ploneour-Lanwern",29174,"Kêriadenn","Tachenn ar Groez",23/10/2007,77925
,"Viloury Glas","Ploneour-Lanwern",29174,"Kêriadenn","Ar Vilouri C'hlas",23/10/2007,78121
,"Penn ar Prad","Ploneour-Lanwern",29174,"Kêriadenn","Penn ar Prad",23/10/2007,91967
,"Coat Saint Honore","Ploneour-Lanwern",29174,"Kêriadenn","Koad Sant Enored",23/10/2007,78237
,"Fao David","Ploneour-Lanwern",29174,"Kêriadenn","Fao David",23/10/2007,66416
,"Mine Car","Ploneour-Lanwern",29174,"Kêriadenn","Mine Kar",23/10/2007,78268
,"Keriequel","Ploneour-Lanwern",29174,"Kêriadenn","Keriekel",23/10/2007,66474
"Moulin de","Treouron","Ploneour-Lanwern",29174,"Kêriadenn","Meilh Dreouron",23/10/2007,78276
,"Kerganévet","Ploneour-Lanwern",29174,"Kêriadenn","Kerganeved",23/10/2007,78141
,"Kerhuel","Ploneour-Lanwern",29174,"Kêriadenn","Keruhel",23/10/2007,78119
,"Cosquer Vihan","Ploneour-Lanwern",29174,"Kêriadenn","Ar Gozhkêr Vihan",23/10/2007,78117
,"Kereon Creis","Ploneour-Lanwern",29174,"Kêriadenn","Kereon Greiz",23/10/2007,78004
,"Kanol Lanvern","Ploneour-Lanwern",29174,"Dour","Kanol Lanwern",23/10/2007,91938
"La","Tour Vian","Ploneour-Lanwern",29174,"Kêriadenn","An Tour Bihan",23/10/2007,78173
,"Trelen","Ploneour-Lanwern",29174,"Kêriadenn","Trelenn",23/10/2007,78016
,"Kermorvan Nevez","Ploneour-Lanwern",29174,"Kêriadenn","Kervorvan Nevez",23/10/2007,77985
,"Ty Coat","Ploneour-Lanwern",29174,"Kêriadenn","Ti Koad",23/10/2007,77998
,"Maner Kerhastel","Ploneour-Lanwern",29174,"Kêriadenn","Maner Kerc'hastell",23/10/2007,91896
,"Poull Penscouric","Ploneour-Lanwern",29174,"Monumant","Poull Penskourrig",23/10/2007,91973
,"Keroec Vian","Ploneour-Lanwern",29174,"Kêriadenn","Kerroeg Vihan",23/10/2007,77988
,"Lec'hren","Ploneour-Lanwern",29174,"Kêriadenn","Lec'hrenn",23/10/2007,66548
,"Kerbilaet","Ploneour-Lanwern",29174,"Kêriadenn","Kerbilaed",23/10/2007,78018
,"Hent ar Mejoù","Ploneour-Lanwern",29174,"Hent","Hent ar Mejoù",23/10/2007,91954
,"Kerliver","Ploneour-Lanwern",29174,"Kêriadenn","Kerliver",23/10/2007,78176
,"Carnguillermic","Ploneour-Lanwern",29174,"Kêriadenn","Karngwilhermig",23/10/2007,66398
,"Feunteun Kersquedel","Ploneour-Lanwern",29174,"Monumant","Feunteun Kerskedel",23/10/2007,91917
,"Kericun","Ploneour-Lanwern",29174,"Kêriadenn","Kerikun",23/10/2007,66472
,"Brec'houel Vian","Ploneour-Lanwern",29174,"Kêriadenn","Brec'houel Vihan",23/10/2007,78012
,"Pennalen","Ploneour-Lanwern",29174,"Kêriadenn","Pennalenn",23/10/2007,66578
,"Creac'h Calvic","Ploneour-Lanwern",29174,"Kêriadenn","Krec'h Kalvig",23/10/2007,66406
,"Penhoet","Ploneour-Lanwern",29174,"Kêriadenn","Penc'hoed",23/10/2007,78139
,"Tréordo izella","Ploneour-Lanwern",29174,"Kêriadenn","Treordo Izelañ",23/10/2007,92006
,"Kervrouyen Vras","Ploneour-Lanwern",29174,"Kêriadenn","Kervrouien Vras",23/10/2007,91928
"Le","Moulin d'Hascoët","Ploneour-Lanwern",29174,"Kêriadenn","Meilh Haskoed",23/10/2007,66574
,"Kerguien","Ploneour-Lanwern",29174,"Kêriadenn","Kergien",23/10/2007,66464
,"Kervescar","Ploneour-Lanwern",29174,"Kêriadenn","Kerveskar",23/10/2007,66528
,"Ar Prefektur","Ploneour-Lanwern",29174,"Kêriadenn","Ar Prefektur",23/10/2007,91983
,"Kerfeulest","Ploneour-Lanwern",29174,"Kêriadenn","Kerfeulez",23/10/2007,66442
"Chemin de","Menez Gouyen","Ploneour-Lanwern",29174,"Hent","Hent Menez Gouien",23/10/2007,66568
"Impasse de","Croas ar Bleon","Ploneour-Lanwern",29174,"Hent","Hent-dall Kroez ar Bleuñv",02/09/2013,82204
,"Ti Yann Taol Mailh","Ploneour-Lanwern",29174,"Kêriadenn","Ti Yann Taol Mailh",23/10/2007,92010
,"Maner Pennalen","Ploneour-Lanwern",29174,"Kêriadenn","Maner Pennalenn",23/10/2007,91971
,"Roscoz Braz","Ploneour-Lanwern",29174,"Kêriadenn","Roskozh Vras",23/10/2007,78162
,"Kersauz","Ploneour-Lanwern",29174,"Kêriadenn","Kersaoz",23/10/2007,77917
,"Creniat","Ploneour-Lanwern",29174,"Kêriadenn","Ar C'hreniad",23/10/2007,66414
,"Lespern","Ploneour-Lanwern",29174,"Kêriadenn","Lespern",23/10/2007,66558
,"Kerhastel","Ploneour-Lanwern",29174,"Kêriadenn","Kerc'hastell",23/10/2007,77918
,"Poull Boderes","Ploneour-Lanwern",29174,"Monumant","Poull ar Boderezh",23/10/2007,91861
,"Kerniou-Vras","Ploneour-Lanwern",29174,"Kêriadenn","Kerniou Vras",23/10/2007,91910
,"Croas ar Bleon","Ploneour-Lanwern",29174,"Hent","Kroez ar Bleuñv",23/10/2007,91870
,"Kerambludou","Ploneour-Lanwern",29174,"Kêriadenn","Kerambludoù",23/10/2007,66430
,"Feunteun Penscouric","Ploneour-Lanwern",29174,"Monumant","Feunteun Penskourrig",23/10/2007,91972
,"Kerlan Vian","Ploneour-Lanwern",29174,"Kêriadenn","Kerlann Vihan",23/10/2007,78000
"Chapelle de la","Bonne Nouvelle","Ploneour-Lanwern",29174,"Monumant","Chapel Keloù Mat",23/10/2007,91862
,"Penquer Bihan","Ploneour-Lanwern",29174,"Kêriadenn","Penkêr Bihan",23/10/2007,78152
,"Kersonnard","Ploneour-Lanwern",29174,"Kêriadenn","Kerzonar",23/10/2007,66512
,"Menez Boutin","Ploneour-Lanwern",29174,"Kêriadenn","Menez Boutin",23/10/2007,82252
,"Kergroas","Ploneour-Lanwern",29174,"Kêriadenn","Kergroez",23/10/2007,78251
,"Kervilloc Vras","Ploneour-Lanwern",29174,"Kêriadenn","Kervillog Vras",23/10/2007,77928
"Le","Ruot","Ploneour-Lanwern",29174,"Kêriadenn","Ar Ruod",23/10/2007,66588
,"Kergambae Dour","Ploneour-Lanwern",29174,"Kêriadenn","Kergambae an Dour",23/10/2007,78106
,"Kersulec Creïs","Ploneour-Lanwern",29174,"Kêriadenn","Kersuleg Greiz",23/10/2007,91920
,"Guernevez","Ploneour-Lanwern",29174,"Kêriadenn","Ar Gernevez",23/10/2007,78244
,"Kerdaniel","Ploneour-Lanwern",29174,"Kêriadenn","Kerdeniel",23/10/2007,78249
"Route de","Tréguennec","Ploneour-Lanwern",29174,"Hent","Hent Tregeneg",23/10/2007,92003
,"An Otel Gog","Ploneour-Lanwern",29174,"Kêriadenn","An Otel Gog",23/10/2007,91964
,"Traon ar Waremm","Ploneour-Lanwern",29174,"Kêriadenn","Traoñ ar Waremm",23/10/2007,92001
"Moulin de","Callac","Ploneour-Lanwern",29174,"Kêriadenn","Meilh ar C'halleg",23/10/2007,78109
,"Ty Bihan","Ploneour-Lanwern",29174,"Kêriadenn","Ti Bihan",23/10/2007,82232
,"Maner an Tour","Ploneour-Lanwern",29174,"Kêriadenn","Maner an Tour",23/10/2007,91999
,"Poull Kervescar","Ploneour-Lanwern",29174,"Monumant","Poull Kerveskar",23/10/2007,91923
,"Kerraoul","Ploneour-Lanwern",29174,"Kêriadenn","Kerraoul",23/10/2007,78110
,"Laezenn Meilh Lan","Ploneour-Lanwern",29174,"Diseurt","Laezenn Meilh Lann",23/10/2007,91929
,"Kerascoet","Ploneour-Lanwern",29174,"Kêriadenn","Keraskoed",23/10/2007,78157
,"Goachou","Ploneour-Lanwern",29174,"Kêriadenn","Gwachoù",23/10/2007,82236
,"Kerleac'h","Ploneour-Lanwern",29174,"Kêriadenn","Kerlec'h",23/10/2007,78163
,"Viloury Kerhuel","Ploneour-Lanwern",29174,"Kêriadenn","Ar Vilouri Keruhel",23/10/2007,78120
,"Pen ar Prat Nevez","Ploneour-Lanwern",29174,"Kêriadenn","Penn ar Prad Nevez",23/10/2007,77980
,"Koed Keravel","Ploneour-Lanwern",29174,"Kêriadenn","Koed Keravel",23/10/2007,91882
,"Feunteun ar Maner Bihan","Ploneour-Lanwern",29174,"Monumant","Feunteun ar Maner Bihan",23/10/2007,91948
,"Mine Lannou","Ploneour-Lanwern",29174,"Kêriadenn","Mine Lannoù",23/10/2007,78271
,"Keriforn","Ploneour-Lanwern",29174,"Kêriadenn","Keriforn",23/10/2007,77981
,"Kervouyen","Ploneour-Lanwern",29174,"Kêriadenn","Kervouien",23/10/2007,91924
,"Meil Frout","Ploneour-Lanwern",29174,"Kêriadenn","Meilh Froud",23/10/2007,78265
,"Kergueff","Ploneour-Lanwern",29174,"Kêriadenn","Kergef",23/10/2007,66460
,"Kervallot","Ploneour-Lanwern",29174,"Kêriadenn","Kervalod",23/10/2007,66520
"La","Croix","Ploneour-Lanwern",29174,"Kêriadenn","Ar Groez",23/10/2007,78240
,"Kereon Vian","Ploneour-Lanwern",29174,"Kêriadenn","Kereon Vihan",23/10/2007,78006
,"Kanol Meilh Bondivi","Ploneour-Lanwern",29174,"Dour","Kanol Meilh Bondivi",23/10/2007,91957
,"Treluan Vian","Ploneour-Lanwern",29174,"Kêriadenn","Treluan Vihan",23/10/2007,77921
,"Ty Névez","Ploneour-Lanwern",29174,"Kêriadenn","Ti Nevez",23/10/2007,92008
,"Maner Kerhua","Ploneour-Lanwern",29174,"Kêriadenn","Maner Keruha",23/10/2007,91898
,"Poull Sant Eneour","Ploneour-Lanwern",29174,"Monumant","Poull Sant Eneour",23/10/2007,91994
,"Kerrolland Vian","Ploneour-Lanwern",29174,"Kêriadenn","Kerrolant Vihan",23/10/2007,78022
,"Boderes","Ploneour-Lanwern",29174,"Kêriadenn","Ar Boderezh",23/10/2007,78167
,"Lesbervet","Ploneour-Lanwern",29174,"Kêriadenn","Lesberved",23/10/2007,66552
,"Kerbloas","Ploneour-Lanwern",29174,"Kêriadenn","Kerbloaz",23/10/2007,66434
,"Hent Kerruc","Ploneour-Lanwern",29174,"Hent","Hent Kerrug",23/10/2007,91913
,"Kerloyet","Ploneour-Lanwern",29174,"Kêriadenn","Kerloied",23/10/2007,66486
,"Créac'h Mabon","Ploneour-Lanwern",29174,"Kêriadenn","Krec'h Mabon",23/10/2007,66412
,"Quelordan","Ploneour-Lanwern",29174,"Kêriadenn","Kelordan",23/10/2007,66586
,"Feunteun Creac'h Ru","Ploneour-Lanwern",29174,"Monumant","Feunteun Krec'h Ruz",23/10/2007,91866
,"Keristic","Ploneour-Lanwern",29174,"Kêriadenn","Keristig",23/10/2007,78101
,"Brenanvec Coz","Ploneour-Lanwern",29174,"Kêriadenn","Brenañveg Kozh",23/10/2007,77993
,"Pennarue","Ploneour-Lanwern",29174,"Kêriadenn","Pennaru",23/10/2007,66580
,"Penfrat Coz","Ploneour-Lanwern",29174,"Kêriadenn","Penfrad Kozh",23/10/2007,78145
,"Treordo Nevez","Ploneour-Lanwern",29174,"Kêriadenn","Treordo Nevez",23/10/2007,78230
,"Kerven","Ploneour-Lanwern",29174,"Kêriadenn","Kerwenn",23/10/2007,82207
"Moulin du","Lan","Ploneour-Lanwern",29174,"Kêriadenn","Meilh Lann",23/10/2007,82253
,"Kergonda","Ploneour-Lanwern",29174,"Kêriadenn","Kergonda",23/10/2007,66452
,"Kermeur","Ploneour-Lanwern",29174,"Kêriadenn","Kerveur",23/10/2007,82247
,"Rest Nevez","Ploneour-Lanwern",29174,"Kêriadenn","Ar Rest Nevez",23/10/2007,91986
,"Kerfloc'h","Ploneour-Lanwern",29174,"Kêriadenn","Kerfloc'h",23/10/2007,77920
,"Kerhoat","Ploneour-Lanwern",29174,"Kêriadenn","Kerc'hoed",23/10/2007,78125
"Route de","Plonéour","Ploneour-Lanwern",29174,"Hent","Hent Ploneour",23/10/2007,91977
"Le","Leuret","Ploneour-Lanwern",29174,"Kêriadenn","Al Leure",23/10/2007,66564
,"Ty er Poes","Ploneour-Lanwern",29174,"Kêriadenn","Tier Poezh",23/10/2007,78293
,"Maner Roscoz","Ploneour-Lanwern",29174,"Kêriadenn","Maner Roskozh",23/10/2007,91987
,"Saint Julien","Ploneour-Lanwern",29174,"Kêriadenn","Sant Julien",23/10/2007,77997
,"Kersquedel","Ploneour-Lanwern",29174,"Kêriadenn","Kerskedel",23/10/2007,78170
,"Creniat Vian","Ploneour-Lanwern",29174,"Kêriadenn","Ar C'hreniad Vihan",23/10/2007,78132
,"Lestréguéoc","Ploneour-Lanwern",29174,"Kêriadenn","Lestregeog",23/10/2007,66560
,"Poull ar Roz","Ploneour-Lanwern",29174,"Monumant","Poull ar Roz",23/10/2007,91990
,"Keroret","Ploneour-Lanwern",29174,"Kêriadenn","Kerored",23/10/2007,66498
,"Croascaer","Ploneour-Lanwern",29174,"Kêriadenn","Kroez Kaer",23/10/2007,78239
,"Kerambludou Vras","Ploneour-Lanwern",29174,"Kêriadenn","Kerambludoù Vras",23/10/2007,91879
"Fontaine","Saint-Philibert","Ploneour-Lanwern",29174,"Monumant","Feunteun Sant Filiber",23/10/2007,91554
,"Kerlaouédec","Ploneour-Lanwern",29174,"Kêriadenn","Kerlaouedeg",23/10/2007,66480
,"Penquer Nevez","Ploneour-Lanwern",29174,"Kêriadenn","Penkêr Nevez",23/10/2007,78154
,"Kersonis Vihan","Ploneour-Lanwern",29174,"Kêriadenn","Kerzoniz Vihan",23/10/2007,78025
"Chapelle de","Lanvern","Ploneour-Lanwern",29174,"Monumant","Chapel Lanwern",23/10/2007,91935
,"Mine Yeun","Ploneour-Lanwern",29174,"Kêriadenn","Menez Yeun",23/10/2007,78027
,"Kerhaen","Ploneour-Lanwern",29174,"Kêriadenn","Kerhaen",23/10/2007,78253
,"Kervoelan Vian","Ploneour-Lanwern",29174,"Kêriadenn","Kervoelan Vihan",23/10/2007,77996
,"Moulin Brulé","Ploneour-Lanwern",29174,"Kêriadenn","Ar Veilh Boezh",23/10/2007,91956
,"Kergambae Vihan","Ploneour-Lanwern",29174,"Kêriadenn","Kergambae Vihan",23/10/2007,78107
,"Kerhua","Ploneour-Lanwern",29174,"Kêriadenn","Keruha",23/10/2007,66468
"Le","Guib","Ploneour-Lanwern",29174,"Kêriadenn","Ar Gib",23/10/2007,66422
,"Kerdrezec","Ploneour-Lanwern",29174,"Kêriadenn","Kerdrezeg",23/10/2007,78250
,"Canapé","Ploneour-Lanwern",29174,"Kêriadenn","Kanape",23/10/2007,77991
,"Taroziou","Ploneour-Lanwern",29174,"Kêriadenn","An Tarrodoù",23/10/2007,78289
,"Trébonvel","Ploneour-Lanwern",29174,"Kêriadenn","Trebonvael",23/10/2007,66590
"Le","Moulin de Bondivy","Ploneour-Lanwern",29174,"Kêriadenn","Meilh Bondivi",23/10/2007,66572
,"Ty Garde Kerhuel","Ploneour-Lanwern",29174,"Kêriadenn","Ti Gard Keruhel",23/10/2007,78294
,"Maner Bihan","Ploneour-Lanwern",29174,"Kêriadenn","Maner Bihan",23/10/2007,78261
,"Poull Languivoa","Ploneour-Lanwern",29174,"Monumant","Poull Langiwa",23/10/2007,91934
,"Keriou","Ploneour-Lanwern",29174,"Kêriadenn","Kerriou",23/10/2007,82244
,"Lanluriec","Ploneour-Lanwern",29174,"Kêriadenn","Lanlurieg",23/10/2007,78260
,"Keravel Izelañ","Ploneour-Lanwern",29174,"Kêriadenn","Keravel Izelañ",23/10/2007,91881
"Le","Helles","Ploneour-Lanwern",29174,"Kêriadenn","Hellez",23/10/2007,78013
,"Kerleac'h Vian","Ploneour-Lanwern",29174,"Kêriadenn","Kerlec'h Vihan",23/10/2007,78165
,"Kerignon","Ploneour-Lanwern",29174,"Kêriadenn","Kerignon",23/10/2007,66476
,"Balanou","Ploneour-Lanwern",29174,"Kêriadenn","Balanoù",23/10/2007,78231
,"Penanguer","Ploneour-Lanwern",29174,"Kêriadenn","Pennagêr",23/10/2007,78147
,"Coetmeur","Ploneour-Lanwern",29174,"Rann (eus ar gumun)","Koed Meur",23/10/2007,82235
,"Feunteun Keloù Mat","Ploneour-Lanwern",29174,"Monumant","Feunteun Keloù Mat",23/10/2007,91863
,"Trémillec","Ploneour-Lanwern",29174,"Kêriadenn","Tremilieg",01/03/2009,66598
,"Kervrouyen Gozh","Ploneour-Lanwern",29174,"Kêriadenn","Kervrouien Gozh",23/10/2007,91926
"Moulin de","Kerhastel","Ploneour-Lanwern",29174,"Kêriadenn","Meilh Gerc'hastell",23/10/2007,91897
,"Kergueff Uhelañ","Ploneour-Lanwern",29174,"Kêriadenn","Kergef Uhelañ",23/10/2007,91893
,"Kervelen","Ploneour-Lanwern",29174,"Kêriadenn","Kervelen",23/10/2007,66524
"Le","Miné","Ploneour-Lanwern",29174,"Kêriadenn","Ar Mine",23/10/2007,66570
,"Kerescant","Ploneour-Lanwern",29174,"Kêriadenn","Kereskant",23/10/2007,78103
"Rivière de","Pont-l'-Abbé","Ploneour-Lanwern",29174,"Dour","Kanol Pont-'n-Abad",23/10/2007,91859
,"Moitié Route","Ploneour-Lanwern",29174,"Kêriadenn","Moitié Route",23/10/2007,78273
,"Ty Pin","Ploneour-Lanwern",29174,"Kêriadenn","Ti Pin",23/10/2007,82257
,"Maner Kersonnard","Ploneour-Lanwern",29174,"Diseurt","Maner Kerzonar",23/10/2007,91916
,"Rest Treouron","Ploneour-Lanwern",29174,"Kêriadenn","Rest Treouron",23/10/2007,78135
