"stagadenn","lec_hanv","kumun","insee","rummad","dibab","deiziad_degemer","niv"
,"Landréan","Plouzane",29212,"Diseurt","Landrean",19/12/2005,83935
,"Kerbers","Plouzane",29212,"Kêriadenn","Kerberz",19/12/2005,3298
,"Ty Ruz","Plouzane",29212,"Kêriadenn","Ti Ruz",26/03/2015,2010
"Fort du","Dellec","Plouzane",29212,"Monumant","Kreñv Delleg",21/05/2014,3278
"Roche","Mengant","Plouzane",29212,"Karreg","Karreg Vengant",09/06/2000,83940
,"Lannevel Bihan","Plouzane",29212,"Kêriadenn","Lannevel Vihan",19/12/2005,3345
,"Poullic","Plouzane",29212,"Kêriadenn","Ar Poullig",19/12/2005,1991
,"Kernevez","Plouzane",29212,"Kêriadenn","Kernevez (Bodonoù)",19/12/2005,3325
,"Poulzéron","Plouzane",29212,"Diseurt","Poulzeroun",19/12/2005,83948
,"Kerfezan","Plouzane",29212,"Kêriadenn","Kerfezan",19/12/2005,3305
,"Castel-Névez","Plouzane",29212,"Kêriadenn","Kastell Nevez",08/10/1999,4609
"Chapelle de","Bodonnou","Plouzane",29212,"Monumant","Chapel Bodonoù",19/12/2005,3266
,"Kerastrez","Plouzane",29212,"Kêriadenn","Kerlastrez",19/12/2005,83926
,"Kerandantec","Plouzane",29212,"Kêriadenn","Kerandanteg",19/12/2005,3285
,"Mesbioudou","Plouzane",29212,"Kêriadenn","Mesbiodou",10/04/2006,3352
,"Stang Guégen","Plouzane",29212,"Kêriadenn","Stank Gwegen",19/12/2005,1998
,"Kersalaun Bihan","Plouzane",29212,"Kêriadenn","Kersalaun Vihan",19/12/2005,3332
"Le","Dellec","Plouzane",29212,"Kêriadenn","Delleg",19/12/2005,83915
"Le","Technopole","Plouzane",29212,"Monumant","An Teknopol","0000-00-00",1731
,"Kerioual","Plouzane",29212,"Kêriadenn","Kerriwal",19/12/2005,3313
,"Kernévent","Plouzane",29212,"Kêriadenn","Kernevent",19/12/2005,83930
,"Kerarguen an Dour","Plouzane",29212,"Kêriadenn","Kerargwenn an Dour",19/12/2005,3293
,"Coatuelen","Plouzane",29212,"Kêriadenn","Koatuelen",19/12/2005,3273
"Parc","Paul Larreur","Plouzane",29212,"Takad","Park Paul Larreur",20/02/2015,141767
,"Mezquili","Plouzane",29212,"Kêriadenn","Meskilli",19/12/2005,3360
,"Trenen","Plouzane",29212,"Kêriadenn","Trenenn",19/12/2005,2005
"Le","Styvel","Plouzane",29212,"Diseurt","Ar Stivell",19/12/2005,83952
,"Pen ar Pont","Plouzane",29212,"Kêriadenn","Penn ar Pont",19/12/2005,1986
,"Kerlavezan Bihan","Plouzane",29212,"Kêriadenn","Kerlavezan Vihan",19/12/2005,3320
,"Kervao","Plouzane",29212,"Kêriadenn","Kervao",19/12/2005,3340
,"Lannilis","Plouzane",29212,"Kêriadenn","Lanniliz",19/12/2005,83937
,"Kerbleust","Plouzane",29212,"Kêriadenn","Kerbleustr",19/12/2005,3300
,"Coat Omnès","Plouzane",29212,"Kêriadenn","Koadomnez",19/12/2005,83910
,"Goaremm Glaz","Plouzane",29212,"Kêriadenn","Gwaremm C'hlas",19/12/2005,3280
,"Coat-Edern","Plouzane",29212,"Kêriadenn","Koad Edern",19/12/2005,3653
,"Langoulian","Plouzane",29212,"Kêriadenn","Langoulian",19/12/2005,3347
,"Prat Loas","Plouzane",29212,"Kêriadenn","Prad Loaz",19/12/2005,1993
,"Keropars","Plouzane",29212,"Kêriadenn","Kerroparzh",19/12/2005,3327
,"Toulbroc'h","Plouzane",29212,"Kêriadenn","Toulbroc'h",19/12/2005,83941
,"Kerhallet","Plouzane",29212,"Kêriadenn","Kerc'haled",19/12/2005,3308
,"Kerangoff","Plouzane",29212,"Kêriadenn","Kerango",19/12/2005,3287
,"Brignon","Plouzane",29212,"Kêriadenn","Brignon",19/12/2005,3268
"Centre Culturel","François Mitterrand","Plouzane",29212,"Diseurt","Kreizenn Sevenadurel François Mitterrand","0000-00-00",83917
,"Mesculan","Plouzane",29212,"Kêriadenn","Meskulan",19/12/2005,3354
,"Trebaoc","Plouzane",29212,"Kêriadenn","Trebaog",19/12/2005,2000
,"Kerizivin","Plouzane",29212,"Kêriadenn","Kerizivin",19/12/2005,3315
,"Kersignien","Plouzane",29212,"Kêriadenn","Kersignen",19/12/2005,3334
"Le","Guenny","Plouzane",29212,"Diseurt","Gwenni",19/12/2005,83923
,"Moguer","Plouzane",29212,"Kêriadenn","Ar Voger",19/12/2005,1981
,"Kervalanec","Plouzane",29212,"Diseurt","Kervalaneg",19/12/2005,83932
,"Kerarmerrien","Plouzane",29212,"Kêriadenn","Kerarmerien",19/12/2005,3295
,"Croix Marie","Plouzane",29212,"Kêriadenn","Kroaz Mari",19/12/2005,3275
"Phare du","Minou","Plouzane",29212,"Monumant","Tour-tan ar Minou","0000-00-00",3362
,"Ty Baol","Plouzane",29212,"Kêriadenn","Ti Baol",19/12/2005,2007
,"Kerverrien","Plouzane",29212,"Kêriadenn","Kerverien",19/12/2005,3342
,"Croastane","Plouzane",29212,"Diseurt","Kroastane",19/12/2005,83914
,"Penarvern","Plouzane",29212,"Kêriadenn","Pennarvern",19/12/2005,1988
,"Kernabat","Plouzane",29212,"Kêriadenn","Kernabad",26/03/2015,3322
,"Mez Yan","Plouzane",29212,"Kêriadenn","Mezyann",19/12/2005,83946
,"Kerdalaez","Plouzane",29212,"Kêriadenn","Kerdalaez",19/12/2005,3302
"Rue","Max Jacob","Bruz",35047,"Hent","Straed Max Jacob",02/08/2011,122413
"Ecluse de","Pont Réan","Bruz",35047,"Monumant","Skluz Rigan",27/12/2015,144077
,"Mons","Bruz",35047,"Kêriadenn","Mons",31/01/2014,136096
"Allée du","Colibri","Bruz",35047,"Hent","Alez ar C'holibri",05/02/2013,131258
"Rue d'","Iroise","Bruz",35047,"Hent","Straed an Hirwazh",26/09/2011,123523
"Allée","Anita Conti","Bruz",35047,"Hent","Alez Anita Conti",03/05/2012,127503
,"Ker Lann","Bruz",35047,"Diseurt","Kêr Lann",09/02/2011,119140
"Impasse","Pierre-Gilles de Gennes","Bruz",35047,"Hent","Hent-dall Pierre-Gilles de Gennes",04/06/2013,133703
"Avenue de","Wrzesnia","Bruz",35047,"Hent","Bali Wrzesnia",29/01/2013,131259
"Rue","Claude Bernard","Bruz",35047,"Hent","Straed Claude Bernard",02/08/2011,122415
"Ecluse de","Cicé","Bruz",35047,"Monumant","Skluz Cicé",27/12/2015,144079
"Place du","Docteur Joly","Bruz",35047,"Hent","Plasenn an Doktor Joly",31/01/2014,136097
"Le","Haut Launay","Bruz",35047,"Kêriadenn","Ar Wern Uhelañ",05/02/2013,131266
"Rue des","Champs Géons","Bruz",35047,"Hent","Straed Les Champs Géons",04/06/2013,133704
"Rue des","Cadrans","Bruz",35047,"Hent","Straed an Eurieroù-heol",25/05/2012,127898
"Rue","Hélène Boucher","Bruz",35047,"Hent","Straed Hélène Boucher",18/11/2015,143755
,"Bruz","Bruz",35047,"Kumun","Bruz","0000-00-00",4503
"Rue","Henri Queffélec","Bruz",35047,"Hent","Straed Henri Kefeleg",02/08/2011,122410
"Avenue de","Cézembre","Bruz",35047,"Hent","Bali Sezambr",29/01/2013,131261
"Rue","Louis Guilloux","Bruz",35047,"Hent","Straed Louis Gwilhouz",02/08/2011,122424
"Bois des","Ormeaux","Bruz",35047,"Monumant","Koad Les Ormeaux",31/01/2014,136104
"Rue de","Molène","Bruz",35047,"Hent","Straed Molenez",29/01/2013,131255
"Rue","Victor Segalen","Bruz",35047,"Hent","Straed Victor Segalenn",02/08/2011,122412
"Rue","Elise Deroche","Bruz",35047,"Hent","Straed Elise Deroche",18/11/2015,143757
"Le","Cicé","Bruz",35047,"Kêriadenn","Cicé",31/01/2014,136095
"Le","Bas Launay","Bruz",35047,"Kêriadenn","Ar Wern Izelañ",05/02/2013,131264
"Rue","Jules Verne","Bruz",35047,"Hent","Straed Jules Verne",02/08/2011,122425
"La","Noë","Bruz",35047,"Kêriadenn","La Noë",31/01/2014,136220
"Esplanade","Anita Conti","Bruz",35047,"Hent","Reper Anita Conti",03/05/2012,127502
"Rue","Zénaïde Fleuriot","Bruz",35047,"Hent","Straed Zénaïde Fleuriot",17/07/2015,142683
"Impasse","Irène Joliot-Curie","Bruz",35047,"Hent","Hent-dall Irène Joliot-Curie",04/06/2013,133702
"Square de l'","Ile de Groix","Bruz",35047,"Hent","Skwar Enez-Groe",29/01/2013,131257
"Rue","Pêr-Jakez Hélias","Bruz",35047,"Hent","Straed Pêr-Jakez Heliaz",02/08/2011,122414
"Ecluse de","Mons","Bruz",35047,"Monumant","Skluz Mons",27/12/2015,144078
"Parc de la","Herverie","Bruz",35047,"Monumant","Liorzh La Herverie",31/01/2014,136099
"Chemin du","Haut Launay","Bruz",35047,"Hent","Hentig ar Wern Uhelañ",05/02/2013,131265
"Esplanade","Colette Besson","Bruz",35047,"Hent","Reper Colette Besson",03/05/2012,127504
"Rue","Louis Blériot","Bruz",35047,"Hent","Straed Louis Blériot",18/11/2015,143754
"Rue de la","Croix Vaisserelle","Bruz",35047,"Hent","Straed ar Groaz Vaisserelle",11/07/2013,133996
"Rue","Eugène Guillevic","Bruz",35047,"Hent","Straed Eugène Gwilhevig",02/08/2011,122408
"Avenue de l'","Europe","Bruz",35047,"Hent","Bali Europa",29/01/2013,131260
"Rue","Jean Guéhenno","Bruz",35047,"Hent","Straed Jean Gwehenno",02/08/2011,122416
"Square","Abbé Pierre","Bruz",35047,"Hent","Skwar an Abad Pierre",22/01/2016,131254
"Rue","Germaine Marquer","Bruz",35047,"Hent","Straed Germaine Marquer",31/01/2014,136098
,"Launay","Bruz",35047,"Kêriadenn","Ar Wern",05/02/2013,131262
"Rue","Noël du Fail","Bruz",35047,"Hent","Straed Noël du Fail",02/08/2011,122411
"Rue","Gabriel Voisin","Bruz",35047,"Hent","Straed Gabriel Voisin",18/11/2015,143756
,"Champcors","Bruz",35047,"Kêriadenn","Champcors",31/01/2014,95605
"Chemin du","Bas Launay","Bruz",35047,"Hent","Hentig ar Wern Izelañ",05/02/2013,131263
"Rue","Fleming","Bruz",35047,"Hent","Straed Fleming",02/08/2011,122418
"Château des","Planches","Bruz",35047,"Monumant","Kastell Les Planches",31/01/2014,136114
"Rue","René-Guy Cadou","Bruz",35047,"Hent","Straed René-Guy Kadou",02/04/2012,127223
"Rond-point","Anita Conti","Bruz",35047,"Hent","Kroashent-tro Anita Conti",07/01/2013,127501
"Rue","Louis Hémon","Bruz",35047,"Hent","Straed Louis Hemon",17/07/2015,142682
"Chemin du","Paradis","Bruz",35047,"Hent","Hentig ar Baradoz",29/01/2013,131256
