"stagadenn","lec_hanv","kumun","insee","rummad","dibab",,,
,"Menez Meur","Sant-Evarzeg",29247,"Kêriadenn","Menez Meur",,,
,"Menez Meur Bihan","Sant-Evarzeg",29247,"Kêriadenn","Menez Meur Vihan",,,
,"Menez Meur Vras","Sant-Evarzeg",29247,"Kêriadenn","Menez Meur Vras",,,
,"Menez Rohou","Sant-Evarzeg",29247,"Kêriadenn","Menez Roc'hoù",,,
"Résidence de","Moguérou","Sant-Evarzeg",29247,"Hent","Annez Mogeroù",,,
"Rue de","Moguérou","Sant-Evarzeg",29247,"Hent","Straed Mogeroù",,,
,"Moguerou","Sant-Evarzeg",29247,"Kêriadenn","Mogeroù",,,
,"Mousterc'hoat","Sant-Evarzeg",29247,"Kêriadenn","Moustergoad",,,
"Route de","Mouster C'hoat","Sant-Evarzeg",29247,"Hent","Hent Moustergoad",,,
,"Mousterlann","Sant-Evarzeg",29247,"Kêriadenn","Mousterlann",,,
"Le","Moustoir","Sant-Evarzeg",29247,"Kêriadenn","Ar Vouster",,,
"Etang du","Moustoir","Sant-Evarzeg",29247,"Dour","Lenn ar Vouster",,,
,"Moustoir Nevez","Sant-Evarzeg",29247,"Kêriadenn","Ar Vouster Nevez",,,
,"Moustoir Vian","Sant-Evarzeg",29247,"Kêriadenn","Ar Vouster Vihan",,,
"Manoir du","Mur","Sant-Evarzeg",29247,"Kêriadenn","Maner ar Vur",,,
"Moulin du","Mur","Sant-Evarzeg",29247,"Monumant","Meilh ar Vur",,,
"Etang du","Mur","Sant-Evarzeg",29247,"Dour","Lenn ar Vur",,,
"Ruisseau du","Mur","Sant-Evarzeg",29247,"Dour","Stêr ar Vur",,,
"Bois du","Mur","Sant-Evarzeg",29247,"Koad","Koad ar Vur",,,
"Chemin du","Mur","Sant-Evarzeg",29247,"Hent","Hentig ar Vur",,,
,"Mur Huella","Sant-Evarzeg",29247,"Kêriadenn","Ar Vur Uhelañ",,,
,"Mur Izella","Sant-Evarzeg",29247,"Kêriadenn","Ar Vur Izelañ",,,
,"Neïz Vran","Sant-Evarzeg",29247,"Kêriadenn","Neizh Vran",,,
,"Neis Land","Sant-Evarzeg",29247,"Kêriadenn","Neizh Lann",,,
,"Neis Vran Nevez","Sant-Evarzeg",29247,"Kêriadenn","Neizh Vran Nevez",,,
,"Parcou Land","Sant-Evarzeg",29247,"Kêriadenn","Parkoù Lann",,,
,"Parcou Meinglas","Sant-Evarzeg",29247,"Kêriadenn","Parkoù Mein-glas",,,
"Hameau de","Park Faou","Sant-Evarzeg",29247,"Hent","Park Faou",,,
"Résidence","Park Lae","Sant-Evarzeg",29247,"Kêriadenn","Annez Park Lae",,,
,"Park Marc'h","Sant-Evarzeg",29247,"Kêriadenn","Park Marc'h",,,
,"Park Sant Primel","Sant-Evarzeg",29247,"Diseurt","Park sant Primel",,,
,"Penterc'h","Sant-Evarzeg",29247,"Kêriadenn","Penterc'h",,,
,"Pont Devez Le Vern","Sant-Evarzeg",29247,"Kêriadenn","Pont Deñved",,,
,"Pont Lanveron","Sant-Evarzeg",29247,"Kêriadenn","Pont Lanveron",,,
,"Pont Poneour","Sant-Evarzeg",29247,"Kêriadenn","Pont Poneour",,,
"Rue du","Pontigou","Sant-Evarzeg",29247,"Hent","Straed Pontigoù",,,
,"Poullogoden","Sant-Evarzeg",29247,"Kêriadenn","Poullogodenn",,,
"Croissant-","Poullogoden","Sant-Evarzeg",29247,"Kêriadenn","Kroashent Poullogodenn",,,
"Chemin de","Poullogoden","Sant-Evarzeg",29247,"Hent","Hentig Poullogodenn",,,
"Résidence","Saint Cadou","Sant-Evarzeg",29247,"Hent","Annez sant Kadoù",,,
"Chapelle","Saint Philibert","Sant-Evarzeg",29247,"Monumant","Chapel sant Filiber",,,
"Résidence","Saint Philibert","Sant-Evarzeg",29247,"Hent","Annez sant Filiber",,,
"Chemin de","Saint Philibert","Sant-Evarzeg",29247,"Hent","Hentig sant Filiber",,,
"Ruisseau de l'anse de","Saint-Cadou","Sant-Evarzeg",29247,"Dour","Stêr sant Kadoù",,,
"Allée","Saint-Primel","Sant-Evarzeg",29247,"Hent","Alez sant Primel",,,
"Chapelle","Sainte Véronique","Sant-Evarzeg",29247,"Monumant","Chapel Veronik",,,
,"Stang Gorriquet","Sant-Evarzeg",29247,"Kêriadenn","Stank ar C'horriked",,,
,"Stang Keridran","Sant-Evarzeg",29247,"Kêriadenn","Stank Keridran",,,
"Chemin de","Stang Korriquet","Sant-Evarzeg",29247,"Hent","Hentig Stank ar C'horriked",,,
,"Stang Rannou","Sant-Evarzeg",29247,"Kêriadenn","Stank Rannou",,,
,"Stang-Kermoal","Sant-Evarzeg",29247,"Kêriadenn","Stank Kermoal",,,
,"Ti an Traoñ","Sant-Evarzeg",29247,"Kêriadenn","Ti an Traoñ",,,
,"Ti Ker Coz","Sant-Evarzeg",29247,"Monumant","Ti-kêr Kozh",,,
,"Ti Kreiz","Sant-Evarzeg",29247,"Kêriadenn","Ti Kreiz",,,
,"Ti Lae","Sant-Evarzeg",29247,"Kêriadenn","Ti Lae",,,
,"Ti Loch","Sant-Evarzeg",29247,"Kêriadenn","Ti Loch",,,
,"Ti Lutun","Sant-Evarzeg",29247,"Diseurt","Ti Lutun",,,
,"Toul-Misère","Sant-Evarzeg",29247,"Karter","Toull Mizer",,,
"Le","Traon","Sant-Evarzeg",29247,"Kêriadenn","Traoñ",,,
,"Trouarn","Sant-Evarzeg",29247,"Kêriadenn","Trouarn",,,
,"Ty al Leur","Sant-Evarzeg",29247,"Kêriadenn","Ti al Leur",,,
,"Ty Bout","Sant-Evarzeg",29247,"Kêriadenn","Ti Boud",,,
"Venelle de","Ty Bras","Sant-Evarzeg",29247,"Hent","Banell an Ti Bras",,,
,"Ty Calvez","Sant-Evarzeg",29247,"Diseurt","Ti Kalvez",,,
,"Ty Faou","Sant-Evarzeg",29247,"Kêriadenn","Ti Faou",,,
,"Ty Kerriou Nevez","Sant-Evarzeg",29247,"Kêriadenn","Ti Nevez Kerriou",,,
,"Ty Nevez Kerrun","Sant-Evarzeg",29247,"Kêriadenn","Ti Nevez Kerrun",,,
,"Ty Nevez Kerrun Vian","Sant-Evarzeg",29247,"Kêriadenn","Ti Nevez Kerrun Vihan",,,
,"Ty Nevez Lanveron","Sant-Evarzeg",29247,"Kêriadenn","Ti Nevez Lanveron",,,
,"Ty Nevez Mouster Coat","Sant-Evarzeg",29247,"Kêriadenn","Ti Nevez Moustergoad",,,
,"Ty Nevez Mur Huella","Sant-Evarzeg",29247,"Kêriadenn","Ti Nevez ar Vur Uhelañ",,,
,"Ty Ster","Sant-Evarzeg",29247,"Kêriadenn","Ti Stêr",,,
"Route de la","Véronique","Sant-Evarzeg",29247,"Hent","Hent Veronik",,,
"Le","Vern","Sant-Evarzeg",29247,"Kêriadenn","Ar Vern",,,
,"Vur Ven","Sant-Evarzeg",29247,"Kêriadenn","Ar Vur Wenn",,,
,"Bec Mine Mousterland","Sant-Evarzeg",29247,"Kêriadenn","Beg Menez Mousterlann",,,
"Rue","Jean Guéguen","Sant-Evarzeg",29247,"Hent","Straed Jean Gwegen",,,
"Hameau de","Kerinou","Sant-Evarzeg",29247,"Hent","Penkêr Kerrinou",,,
,"Kernévez","Sant-Evarzeg",29247,"Kêriadenn","Kernevez",,,
"Allée des","Noisetiers","Sant-Evarzeg",29247,"Hent","Alez ar C'helvez",,,
"Église","Saint Primel","Sant-Evarzeg",29247,"Monumant","Iliz sant Primel",,,
"Place de l'","Eglise","Sant-Evarzeg",29247,"Diseurt","Plasenn an Iliz",,,
,"Beg Kervoalic","Sant-Evarzeg",29247,"Kêriadenn","Beg Kervoalig",,,
"Chemin de","Beg Kervoalic","Sant-Evarzeg",29247,"Hent","Hentig Beg Kervoalig",,,
"Allée des","Châtaigners","Sant-Evarzeg",29247,"Hent","Alez ar Gwez-kistin",,,
,"Kerguent","Sant-Evarzeg",29247,"Kêriadenn","Kergenn",,,
,"Kerhaliou","Sant-Evarzeg",29247,"Kêriadenn","Kerc'haliou",,,
"Rue de","Kervihan","Sant-Evarzeg",29247,"Hent","Straed Kervian",,,
,"Quilliouarn","Sant-Evarzeg",29247,"Kêriadenn","Killiouarn",,,
,"Pont Quillouarn","Sant-Evarzeg",29247,"Kêriadenn","Pont Killiouarn",,,
,"Vern Glaz","Sant-Evarzeg",29247,"Kêriadenn","Ar Vernglaz",,,
"Médiathèque de l'","Agora","Sant-Evarzeg",29247,"Monumant","Mediaoueg an Agora",,,
"Résidence de","Park Faou","Sant-Evarzeg",29247,"Diseurt","Annez Park Faou",,,
"Place de la","Mairie","Sant-Evarzeg",29247,"Diseurt","Plasenn an Ti-kêr",,,
"Résidence","Ru d'Allaë","Sant-Evarzeg",29247,"Diseurt","Annez Rudalae",,,
"Rue de la","Prairie","Sant-Evarzeg",29247,"Hent","Straed ar Bradenn",,,
"Allée des","Ormes","Sant-Evarzeg",29247,"Hent","Alez an Evlec'h",,,
"Allée des","Saules","Sant-Evarzeg",29247,"Hent","Alez an Haleg",,,
"Les Terrasses du","Dourmeur","Sant-Evarzeg",29247,"Hent","Leurennoù Dourmeur",,,
"Giratoire de","Croas an Intron","Sant-Evarzeg",29247,"Hent","Kroashent-tro Kroaz an Intron",,,
"Château","Penmarc'h","Sant-Fregan",29248,"Monumant","Maner Penmarc'h",,,
,"Saint-Frégant","Sant-Fregan",29248,"Kumun","Sant-Fregan",,,
,"Énez","Sant-Wazeg",29249,"Kêriadenn","An Enez",,,
,"Ifernic","Sant-Wazeg",29249,"Kêriadenn","Ifernig",,,
"L'","Odet","Sant-Wazeg",29249,"Dour","An Oded",,,
,"Combout","Sant-Wazeg",29249,"Kêriadenn","Ar C'homboud",,,
,"Guernévez","Sant-Wazeg",29249,"Kêriadenn","Ar Gernevez",,,
,"Guervihan","Sant-Wazeg",29249,"Kêriadenn","Ar Gervihan",,,
"Le","Rick","Sant-Wazeg",29249,"Kêriadenn","Ar Rik",,,
"Le Moulin","Papier","Sant-Wazeg",29249,"Kêriadenn","Ar Veilh Baper",,,
"Le","Moustoir","Sant-Wazeg",29249,"Diseurt","Ar Vouster",,,
,"Vern","Sant-Wazeg",29249,"Kêriadenn","Ar Wern",,,
,"Vernic","Sant-Wazeg",29249,"Kêriadenn","Ar Wernig",,,
,"Beg ar Ménez","Sant-Wazeg",29249,"Kêriadenn","Beg ar Menez",,,
,"Garros","Sant-Wazeg",29249,"Kêriadenn","Garroz",,,
,"Gorré Coat Bihan","Sant-Wazeg",29249,"Kêriadenn","Gorre Koad Bihan",,,
,"Garz Veur","Sant-Wazeg",29249,"Kêriadenn","Garzhveur",,,
,"Guern ar Pipet","Sant-Wazeg",29249,"Kêriadenn","Gwern ar Piped",,,
,"Kernangoc","Sant-Wazeg",29249,"Kêriadenn","Gwernangog",,,
,"Kernangoc Vihan","Sant-Wazeg",29249,"Kêriadenn","Gwernangog Vihan",,,
,"Guivao","Sant-Wazeg",29249,"Kêriadenn","Gwivao",,,
,"Hir Garz","Sant-Wazeg",29249,"Kêriadenn","Hirgarzh",,,
,"Californ","Sant-Wazeg",29249,"Kêriadenn","Kaliforn",,,
,"Carn ar Stêr","Sant-Wazeg",29249,"Kêriadenn","Karn ar Stêr",,,
,"Castel Ruphel","Sant-Wazeg",29249,"Diseurt","Kastell Rufell",,,
,"Kerbrat","Sant-Wazeg",29249,"Kêriadenn","Kerbrad",,,
,"Kerfer","Sant-Wazeg",29249,"Kêriadenn","Kerfer",,,
,"Kergouliou","Sant-Wazeg",29249,"Kêriadenn","Kergouliou",,,
,"Kergoanet","Sant-Wazeg",29249,"Kêriadenn","Kergwaned",,,
,"Kerinaouën","Sant-Wazeg",29249,"Kêriadenn","Kerinaouen",,,
,"Kerjos","Sant-Wazeg",29249,"Kêriadenn","Kerjoz",,,
,"Kerlaëc","Sant-Wazeg",29249,"Kêriadenn","Kerlaeg",,,
,"Kerlenn","Sant-Wazeg",29249,"Kêriadenn","Kerlenn",,,
,"Kermaunoir","Sant-Wazeg",29249,"Kêriadenn","Kêr Maunoir",,,
,"Guernévez","Sant-Wazeg",29249,"Kêriadenn","Kernevez ar C'hoad",,,
,"Kerrégou","Sant-Wazeg",29249,"Kêriadenn","Kerregou",,,
,"Kerverger","Sant-Wazeg",29249,"Kêriadenn","Kerverje",,,
,"Kervigoudou","Sant-Wazeg",29249,"Kêriadenn","Kervigoudou",,,
,"Kermorvan","Sant-Wazeg",29249,"Kêriadenn","Kervorvan",,,
,"Kervoazec","Sant-Wazeg",29249,"Kêriadenn","Kerwazeg",,,
,"Kerdreign","Sant-Wazeg",29249,"Kêriadenn","Kerzrein",,,
,"Quillien","Sant-Wazeg",29249,"Kêriadenn","Killienn",,,
,"Coat Diner","Sant-Wazeg",29249,"Koad","Koad Diner",,,
,"Coat Quéinec","Sant-Wazeg",29249,"Koad","Koad Keineg",,,
"Forêt de","Laz","Sant-Wazeg",29249,"Koad","Koad Laz",,,
"Bois de","Moniven","Sant-Wazeg",29249,"Koad","Koad Moniven",,,
,"Coat Plencoat","Sant-Wazeg",29249,"Kêriadenn","Koad Plen Koad",,,
,"Coat Ty Roué","Sant-Wazeg",29249,"Koad","Koad Ti Roue",,,
"Le","Kreïz Kêr","Sant-Wazeg",29249,"Kêriadenn","Kreiskêr",,,
,"Croaz an Teurec","Sant-Wazeg",29249,"Kêriadenn","Kroaz an Teureg",,,
,"Croaz Janus","Sant-Wazeg",29249,"Kêriadenn","Kroaz Chanu",,,
,"Leign Halec","Sant-Wazeg",29249,"Kêriadenn","Lein Haleg",,,
,"Lost an Énez","Sant-Wazeg",29249,"Kêriadenn","Lost an Enez",,,
,"Meil C'hoat","Sant-Wazeg",29249,"Kêriadenn","Meilh ar C'hoad",,,
"Le Moulin du","Pré","Sant-Wazeg",29249,"Kêriadenn","Meilh ar Prad",,,
,"Mendy","Sant-Wazeg",29249,"Kêriadenn","Mendi",,,
,"Ménez an Duc","Sant-Wazeg",29249,"Kêriadenn","Menez an Dug",,,
,"Montoret","Sant-Wazeg",29249,"Kêriadenn","Montored",,,
,"Montoret Vihan","Sant-Wazeg",29249,"Kêriadenn","Montored Vihan",,,
,"Penn ar Pont","Sant-Wazeg",29249,"Kêriadenn","Penn ar Pont",,,
,"Pen ar Roz","Sant-Wazeg",29249,"Kêriadenn","Penn ar Roz",,,
,"Pont Mine","Sant-Wazeg",29249,"Kêriadenn","Pont Min",,,
,"Prat Trévily","Sant-Wazeg",29249,"Kêriadenn","Prad Trevili",,,
,"Roc'h Toull","Sant-Wazeg",29249,"Kêriadenn","Roc'h Toull",,,
,"Royal ar C'hoat","Sant-Wazeg",29249,"Kêriadenn","Roial ar C'hoad",,,
,"Royal","Sant-Wazeg",29249,"Kêriadenn","Roial Kaliforn",,,
,"Sab ar Hélen","Sant-Wazeg",29249,"Kêriadenn","Sab ar C'helenn",,,
,"Saint-Dreg","Sant-Wazeg",29249,"Kêriadenn","Sant Dreg",,,
,"Saint-Dreg Bihan","Sant-Wazeg",29249,"Kêriadenn","Sant Dreg Vihan",,,
,"Saint-Nogot","Sant-Wazeg",29249,"Kêriadenn","Sant Nogod",,,
,"Saint-Goazec","Sant-Wazeg",29249,"Kumun","Sant-Wazeg",,,
,"Stêr en Dreucheu","Sant-Wazeg",29249,"Dour","Stêr an Dreuzenn",,,
,"Stêr Pont Mine","Sant-Wazeg",29249,"Dour","Stêr Pont Min",,,
,"Stéraon","Sant-Wazeg",29249,"Kêriadenn","Steraon",,,
,"Ty an Teurec","Sant-Wazeg",29249,"Kêriadenn","Ti an Teureg",,,
,"Ty Fao","Sant-Wazeg",29249,"Kêriadenn","Ti Fao",,,
,"Ty Pié","Sant-Wazeg",29249,"Kêriadenn","Ti Pie",,,
,"Toul ar C'haz","Sant-Wazeg",29249,"Kêriadenn","Toull ar C'haz",,,
,"Trégonevel","Sant-Wazeg",29249,"Kêriadenn","Tregonevel",,,
"Domaine de","Trévarez","Sant-Wazeg",29249,"Monumant","Domani Trevare",,,
"Parc et Château de","Trévarez","Sant-Wazeg",29249,"Monumant","Park ha Kastell Trevare",,,
,"Trimen","Sant-Wazeg",29249,"Kêriadenn","Tri Men",,,
"Les","Pins","Sant-Wazeg",29249,"Kêriadenn","Villa des Pins",,,
"Ferme de","Trévarez","Sant-Wazeg",29249,"Diseurt","Feurm Trevare",,,
,"Ty Roué","Sant-Wazeg",29249,"Kêriadenn","Ti Roue",,,
"Château de","Trévarez","Sant-Wazeg",29249,"Monumant","Kastell Trevare",,,
"La","Montagne","Sant-Wazeg",29249,"Diseurt","Ar Montagn",,,
,"Magasin","Sant-Wazeg",29249,"Diseurt","Ar Vagazenn",,,
,"Vein Roux","Sant-Wazeg",29249,"Kêriadenn","Ar Vein Rous",,,
,"Ar Voarem","Sant-Wazeg",29249,"Kêriadenn","Ar Waremm",,,
,"Goarem Vihan","Sant-Wazeg",29249,"Kêriadenn","Ar Waremm Vihan",,,
,"Vern Gallet","Sant-Wazeg",29249,"Kêriadenn","Ar Wern Gwaled",,,
,"Brouscoat","Sant-Wazeg",29249,"Kêriadenn","Brouskoad",,,
"Chapelle du","Moustoir","Sant-Wazeg",29249,"Monumant","Chapel ar Vouster",,,
,"Faout an Avel","Sant-Wazeg",29249,"Kêriadenn","Faout an Avel",,,
,"Guern ar Vran","Sant-Wazeg",29249,"Kêriadenn","Gwern ar Vran",,,
,"Karn Glas","Sant-Wazeg",29249,"Kêriadenn","Karn Glas",,,
,"Cavarno","Sant-Wazeg",29249,"Kêriadenn","Kavarno",,,
,"Kerbrat Bian","Sant-Wazeg",29249,"Kêriadenn","Kerbrad Vihan",,,
,"Kerbrat Bras","Sant-Wazeg",29249,"Kêriadenn","Kerbrad Vras",,,
,"Kermogorioù","Sant-Wazeg",29249,"Kêriadenn","Kermogorioù",,,
,"Kerverger Bas","Sant-Wazeg",29249,"Kêriadenn","Kerverje Izelañ",,,
,"Kerverger Haut","Sant-Wazeg",29249,"Kêriadenn","Kerverje Uhelañ",,,
,"Quillien en Bas","Sant-Wazeg",29249,"Kêriadenn","Killienn Izelañ",,,
,"Quillien en Haut","Sant-Wazeg",29249,"Kêriadenn","Killienn Uhelañ",,,
"Bois du","Duc","Sant-Wazeg",29249,"Koad","Koad an Dug",,,
,"Coat ar Moal","Sant-Wazeg",29249,"Koad","Koad ar Moal",,,
,"Coat Bihan","Sant-Wazeg",29249,"Kêriadenn","Koad Bihan",,,
,"Koad Helias","Sant-Wazeg",29249,"Koad","Koad Heliaz",,,
,"Pont Mine","Sant-Wazeg",29249,"Kêriadenn","Pont Min Speied",,,
,"Coat Runher","Sant-Wazeg",29249,"Koad","Koad Runher",,,
"Croix de la","Ferme","Sant-Wazeg",29249,"Monumant","Kroaz ar Feurm",,,
,"Croas ar Moal","Sant-Wazeg",29249,"Monumant","Kroaz ar Moal",,,
,"Croas ar Raquer","Sant-Wazeg",29249,"Monumant","Kroaz ar Rakkêr",,,
"Croix du","Cimetière","Sant-Wazeg",29249,"Monumant","Kroaz ar Vered",,,
,"Croas Guern ar Vran","Sant-Wazeg",29249,"Kêriadenn","Kroaz Gwern ar Vran",,,
"Croix de","Hirgars","Sant-Wazeg",29249,"Monumant","Kroaz Hirgarzh",,,
"Croix","Sainte Barbe","Sant-Wazeg",29249,"Monumant","Kroaz Santez Barba",,,
,"Kroaz Ti Fao","Sant-Wazeg",29249,"Kêriadenn","Kroaz Ti Fao",,,
,"Leign Hallec Vihan","Sant-Wazeg",29249,"Kêriadenn","Lein Haleg Vihan",,,
"Château de","Kervoazec","Sant-Wazeg",29249,"Monumant","Maner Kerwazeg",,,
"Manoir de","Trévarez","Sant-Wazeg",29249,"Kêriadenn","Maner Trevare",,,
,"Ménez Kerégou","Sant-Wazeg",29249,"Uhelenn","Menez Kerregou",,,
,"Menez Quilien","Sant-Wazeg",29249,"Uhelenn","Menez Killien / Roc'h Veur",,,
,"Ménez Rufel","Sant-Wazeg",29249,"Uhelenn","Menez Rufell",,,
,"Mine Sab ar Helen","Sant-Wazeg",29249,"Kêriadenn","Menez Sab ar C'helenn",,,
,"Mine Seach","Sant-Wazeg",29249,"Kêriadenn","Menez Sec'h",,,
,"Penquer Traon","Sant-Wazeg",29249,"Karter","Penkêr Traoñ",,,
,"Pont Ilis","Sant-Wazeg",29249,"Kêriadenn","Pont Iliz",,,
"Pont du","Roi","Sant-Wazeg",29249,"Monumant","Pont Meilh ar Roue",,,
,"Raquaire","Sant-Wazeg",29249,"Karter","Rakkêr",,,
,"Roc'h ar C'hastell","Sant-Wazeg",29249,"Karreg","Roc'h ar C'hastell",,,
,"Roc'h Déniel","Sant-Wazeg",29249,"Karreg","Roc'h Deniel",,,
,"Roc'h an Aotrou","Sant-Wazeg",29249,"Karreg","Roc'h Menez an Aoter",,,
,"Roc'h Moniven","Sant-Wazeg",29249,"Karreg","Roc'h Moniven",,,
,"Roz ar Vadalen","Sant-Wazeg",29249,"Diseurt","Roz ar Vadalen",,,
,"Rosvoal","Sant-Wazeg",29249,"Diseurt","Rosvoal",,,
,"Rulouarn","Sant-Wazeg",29249,"Diseurt","Rulouarn",,,
,"Saint Dreg Vras","Sant-Wazeg",29249,"Kêriadenn","Sant Dreg Vras",,,
,"Ty Nevez","Sant-Wazeg",29249,"Kêriadenn","Ti Nevez",,,
,"Ty Roz","Sant-Wazeg",29249,"Kêriadenn","Ti Roz",,,
"Écluse du","Moustoir","Sant-Wazeg",29249,"Monumant","Ti-skluz ar Vouster",,,
"Écluse du","Voaquer","Sant-Wazeg",29249,"Monumant","Ti-skluz ar Wakêr",,,
"Écluse du","Bizernic","Sant-Wazeg",29249,"Monumant","Skluz Bizernig",,,
"Ecluse de","Kerbaouret","Sant-Wazeg",29249,"Monumant","Ti-skluz Kerbaoured",,,
"Écluse de","Châteauneuf","Sant-Wazeg",29249,"Monumant","Skluz Penn ar Roz",,,
,"Ty Nevez a Rick","Sant-Wazeg",29249,"Kêriadenn","Tier Nevez",,,
,"Touldu","Sant-Wazeg",29249,"Diseurt","Touldu",,,
,"Trévarez","Sant-Wazeg",29249,"Kêriadenn","Trevare",,,
,"Trevoazec Izelaff","Sant-Wazeg",29249,"Kêriadenn","Trewazeg Izelañ",,,
,"Trevoazec Creis","Sant-Wazeg",29249,"Kêriadenn","Trewazeg Kreiz",,,
,"Trevoazec Uhelaf","Sant-Wazeg",29249,"Kêriadenn","Trewazeg Uhelañ",,,
,"Yun Kerdreign","Sant-Wazeg",29249,"Diseurt","Yeun Kerzrein",,,
,"Kergoanet","Sant-Wazeg",29249,"Kêriadenn","Kergwaned Vihan",,,
,"Kermanac'h","Sant-Hern",29250,"Kêriadenn","Kermanac'h",,,
,"Saint-Hernin","Sant-Hern",29250,"Kumun","Sant-Hern",,,
,"Kerbreudeur","Sant-Hern",29250,"Kêriadenn","Kervreudeur",,,
"Chapelle","Saint-Sauveur","Sant-Hern",29250,"Monumant","Chapel Sant Salver",,,
"Calvaire de","Kerbreudeur","Sant-Hern",29250,"Monumant","Kalvar Kervreudeur",,,
,"Ty Garde","Sant-Hern",29250,"Kêriadenn","Ti Gard",,,
,"Magoardy","Sant-Hern",29250,"Kêriadenn","Magoardi",,,
"Le calvaire de","Magoardy","Sant-Hern",29250,"Monumant","Kroaz Magoardi",,,
"Le calvaire de","Saint-François","Sant-Hern",29250,"Monumant","Kroaz Sant-Frañsez",,,
,"Lescollet","Sant-Hern",29250,"Kêriadenn","Leskollet",,,
,"Pont-Mine","Sant-Hern",29250,"Kêriadenn","Pont Min",,,
"Le calvaire de","Pont Mine","Sant-Hern",29250,"Monumant","Kroaz Pont Min",,,
,"Kerbellec","Sant-Hern",29250,"Kêriadenn","Kerbeleg",,,
,"Goas ar Gonan","Sant-Hern",29250,"Kêriadenn","Gwazh ar Gonan",,,
"Route de","Saint-Sauveur","Sant-Hern",29250,"Hent","Hent Sant Salver",,,
"La","Haie Du","Sant-Hern",29250,"Kêriadenn","An Hae Du",,,
"Ecluse de","Kergoat","Sant-Hern",29250,"Monumant","Skluz ar Gergoad",,,
,"Kergoat","Sant-Hern",29250,"Kêriadenn","Ar Gergoad",,,
"Chemin de la","Justice","Sant-Hern",29250,"Hent","Hent ar Justis",,,
"Chapelle","Saint Mélar","Sant-Yann-ar-Biz",29251,"Monumant","Chapel Sant Melar",,,
,"Pen ar C'hra","Sant-Yann-ar-Biz",29251,"Kêriadenn","Penn ar C'hra",,,
"Vallée des","Moulins","Sant-Yann-ar-Biz",29251,"Kêriadenn","Traoñienn ar Melinoù",,,
,"Saint-Jean-du-Doigt","Sant-Yann-ar-Biz",29251,"Kumun","Sant-Yann-ar-Biz",,,
,"Tronoan","Sant-Yann-Drolimon",29252,"Kêriadenn","Tronoan",,,
"Calvaire","Notre-Dame de Tronoën","Sant-Yann-Drolimon",29252,"Monumant","Kalvar Itron-Varia Dronoan",,,
,"Saint-Jean-Trolimon","Sant-Yann-Drolimon",29252,"Kumun","Sant-Yann-Drolimon",,,
,"Kerstrad","Sant-Yann-Drolimon",29252,"Kêriadenn","Kerstrad",,,
,"Ar C'holonioù","Sant-Yann-Drolimon",29252,"Kêriadenn","Ar C'holonioù",,,
,"Botegao","Sant-Yann-Drolimon",29252,"Kêriadenn","Botegao",,,
,"Brechonnet","Sant-Yann-Drolimon",29252,"Kêriadenn","Brec'honed",,,
,"Castellou","Sant-Yann-Drolimon",29252,"Kêriadenn","Kastelloù",,,
,"Castellou Braz","Sant-Yann-Drolimon",29252,"Kêriadenn","Kastelloù Vras",,,
,"Castellou Vihan","Sant-Yann-Drolimon",29252,"Kêriadenn","Kastelloù Vihan",,,
,"Castellou-Louech","Sant-Yann-Drolimon",29252,"Kêriadenn","Kastelloù Louet",,,
,"Castellou-Péron","Sant-Yann-Drolimon",29252,"Kêriadenn","Kastelloù Peron",,,
,"Creis Beuzeuc","Sant-Yann-Drolimon",29252,"Kêriadenn","Kreiz Beuzeg",,,
,"Gorré-Beuzec","Sant-Yann-Drolimon",29252,"Kêriadenn","Gorre Beuzeg",,,
,"Guerveur","Sant-Yann-Drolimon",29252,"Kêriadenn","Ar Gerveur",,,
,"Guingor","Sant-Yann-Drolimon",29252,"Kêriadenn","Gingor",,,
,"Hent Braz Kap Kaval","Sant-Yann-Drolimon",29252,"Hent","Hent Bras Kab Kaval",,,
,"Hent Braz Ploeur","Sant-Yann-Drolimon",29252,"Hent","Hent Bras Ploeur",,,
,"Hent Coz ar Veilh","Sant-Yann-Drolimon",29252,"Hent","Hent Kozh ar Veilh",,,
,"Ker Rod An Amzer","Sant-Yann-Drolimon",29252,"Kêriadenn","Kêr Rod an Amzer",,,
,"Kerameill","Sant-Yann-Drolimon",29252,"Kêriadenn","Keraveilh",,,
,"Kerangar","Sant-Yann-Drolimon",29252,"Kêriadenn","Kerangar",,,
,"Kerantel","Sant-Yann-Drolimon",29252,"Kêriadenn","Kerantell",,,
,"Keravan","Sant-Yann-Drolimon",29252,"Kêriadenn","Keravan",,,
,"Kerbascol","Sant-Yann-Drolimon",29252,"Kêriadenn","Kerbaskol",,,
,"Kerbihan","Sant-Yann-Drolimon",29252,"Kêriadenn","Kervihan",,,
,"Kerbleust","Sant-Yann-Drolimon",29252,"Kêriadenn","Kerbleustr",,,
,"Kerbonnevez","Sant-Yann-Drolimon",29252,"Kêriadenn","Kerbonnevez",,,
,"Kerdapont","Sant-Yann-Drolimon",29252,"Kêriadenn","Kerdapon",,,
,"Kerdu","Sant-Yann-Drolimon",29252,"Kêriadenn","Kerdu",,,
,"Kerenval","Sant-Yann-Drolimon",29252,"Kêriadenn","Kerenval",,,
,"Kerfeunteun","Sant-Yann-Drolimon",29252,"Kêriadenn","Kerfeunteun",,,
