"stagadenn","lec_hanv","kumun","insee","rummad","dibab","deiziad_degemer","niv"
,"Ar Vilourig","Purid",29159,"Kêriadenn","Ar Vilourig",05/02/2007,86819
,"Béchal","Purid",29159,"Kêriadenn","Bechal",05/02/2007,63677
,"Bremelchen","Purid",29159,"Kêriadenn","Bremelchen",05/02/2007,77906
,"Brémellou","Purid",29159,"Kêriadenn","Bremellou",05/02/2007,63679
,"Brémillec Huella","Purid",29159,"Kêriadenn","Bremilleg Uhelañ",05/02/2007,77876
,"Brémillec Izella","Purid",29159,"Kêriadenn","Bremilleg Izelañ",05/02/2007,77877
,"Bremphuez","Purid",29159,"Kêriadenn","Brenfuez",05/02/2007,63683
,"Coat Déro","Purid",29159,"Kêriadenn","Koad Dero",05/02/2007,86790
,"Coat Penguilly","Purid",29159,"Kêriadenn","Koad Pengilli",05/02/2007,77889
,"Coat Pin Lanvréon","Purid",29159,"Kêriadenn","Koad Pin Lanvreoñ",05/02/2007,86791
,"Cosquer","Purid",29159,"Kêriadenn","Kozhkêr",05/02/2007,77907
,"Creac'h","Purid",29159,"Kêriadenn","Ar C'hrec'h",05/02/2007,77895
,"Derles","Purid",29159,"Kêriadenn","Derlez",05/02/2007,63685
,"Feuteuniou Bleis","Purid",29159,"Kêriadenn","Feunteunioù Bleiz",05/02/2007,77893
,"Fouenigiry Munut","Purid",29159,"Kêriadenn","Foennijiri Munut",05/02/2007,63687
,"Gouletanquer","Purid",29159,"Kêriadenn","Gouletankêr",05/02/2007,82159
,"Gwell Kaer","Purid",29159,"Kêriadenn","Gwel Kaer",05/02/2007,86865
,"Gwenva","Purid",29159,"Kêriadenn","Gwenva",05/02/2007,86867
,"Hent Gwenn","Purid",29159,"Hent","Hent Gwenn",05/02/2007,86809
,"Hent Kozh ar Rest","Purid",29159,"Hent","Hent Kozh ar Rest",05/02/2007,86805
,"Kanol Pont an Iliz","Purid",29159,"Dour","Kanol Pont an Iliz",05/02/2007,86801
,"Kerangoff","Purid",29159,"Kêriadenn","Kergov",05/02/2007,77883
,"Kerangoff Vian","Purid",29159,"Kêriadenn","Kergov Vihan",05/02/2007,77884
,"Kerantrévez","Purid",29159,"Kêriadenn","Kerantrevez",05/02/2007,63689
,"Kerdalae","Purid",29159,"Kêriadenn","Kerdalae",05/02/2007,77900
,"Kerdéac'h","Purid",29159,"Kêriadenn","Kerderc'h",05/02/2007,63693
,"Kerenguy","Purid",29159,"Kêriadenn","Kerengi",05/02/2007,63695
,"Keretol","Purid",29159,"Kêriadenn","Kerretol",05/02/2007,63697
,"Keretol Vian","Purid",29159,"Kêriadenn","Kerretol Vihan",05/02/2007,77899
,"Kerezven","Purid",29159,"Kêriadenn","Kerezven",05/02/2007,82162
,"Kergagen","Purid",29159,"Kêriadenn","Kergajen",05/02/2007,63699
,"Kergagen Vian","Purid",29159,"Kêriadenn","Kergajen Vihan",05/02/2007,77902
,"Kergaouren","Purid",29159,"Kêriadenn","Kergaouren",05/02/2007,63701
,"Kerglouic","Purid",29159,"Kêriadenn","Kerglouig",05/02/2007,82163
,"Kergonnec","Purid",29159,"Kêriadenn","Kergonneg",05/02/2007,77882
,"Kergoulou","Purid",29159,"Kêriadenn","Kergouloù",05/02/2007,63705
,"Kerguelmès","Purid",29159,"Kêriadenn","Kergelmez",05/02/2007,63709
,"Kerhoet","Purid",29159,"Kêriadenn","Kerc'hoed",05/02/2007,77886
,"Keribic","Purid",29159,"Kêriadenn","Keribig",05/02/2007,63711
,"Keridou","Purid",29159,"Kêriadenn","Kerridou",05/02/2007,63713
,"Kerinniec","Purid",29159,"Kêriadenn","Kerinieg",05/02/2007,82164
,"Kerinoret","Purid",29159,"Kêriadenn","Kerenored",05/02/2007,63715
,"Kerinoret Vian","Purid",29159,"Kêriadenn","Kerenored Vihan",05/02/2007,77885
,"Kerizélec","Purid",29159,"Kêriadenn","Kerizeleg",05/02/2007,63717
,"Kerlevesec","Purid",29159,"Kêriadenn","Kerlevezeg",05/02/2007,82165
,"Kerloazec Névez","Purid",29159,"Kêriadenn","Kerloazeg Nevez",05/02/2007,77894
,"Kerloès","Purid",29159,"Kêriadenn","Kerloez",05/02/2007,63721
,"Kerlouanet","Purid",29159,"Kêriadenn","Kerlouanen",05/02/2007,63723
,"Kermarc","Purid",29159,"Kêriadenn","Kermark",05/02/2007,63725
,"Kernébret","Purid",29159,"Kêriadenn","Kernebred",05/02/2007,63727
,"Kernevez","Purid",29159,"Kêriadenn","Kernevez",05/02/2007,77901
,"Keroredec","Purid",29159,"Kêriadenn","Keroredeg",05/02/2007,82166
,"Kerparc","Purid",29159,"Kêriadenn","Kerpark",05/02/2007,77873
,"Kerquere","Purid",29159,"Kêriadenn","Kergere",05/02/2007,82167
,"Kerroc'h","Purid",29159,"Kêriadenn","Kerroc'h",05/02/2007,77898
,"Kersaoul","Purid",29159,"Kêriadenn","Kersoul",05/02/2007,77874
,"Kersco","Purid",29159,"Kêriadenn","Kersko",05/02/2007,63729
,"Kervarigou","Purid",29159,"Kêriadenn","Kervarigou",05/02/2007,63731
,"Kervéin","Purid",29159,"Kêriadenn","Kervein",05/02/2007,63733
,"Kerven","Purid",29159,"Kêriadenn","Kervenn",05/02/2007,63735
,"Kervignol","Purid",29159,"Kêriadenn","Kerviniol",05/02/2007,63737
,"Kervoëlic","Purid",29159,"Kêriadenn","Kervoelig",05/02/2007,63739
,"Keryan","Purid",29159,"Kêriadenn","Keryann",05/02/2007,77908
,"Keryunet","Purid",29159,"Kêriadenn","Keryuned",05/02/2007,63741
,"Kroas-an-Iskidi","Purid",29159,"Monumant","Kroaz an Hiskidi",05/02/2007,82142
,"Lambrat","Purid",29159,"Kêriadenn","Lambrad",05/02/2007,63743
,"Lambrat Vihan","Purid",29159,"Kêriadenn","Lambrad Vihan",05/02/2007,82141
,"Lanvréon","Purid",29159,"Kêriadenn","Lanvreoñ",05/02/2007,63745
,"Leslannou","Purid",29159,"Kêriadenn","Leslannoù",05/02/2007,82169
,"Lesmadec","Purid",29159,"Kêriadenn","Lesvadeg",05/02/2007,63747
,"Lespurit Ellen","Purid",29159,"Kêriadenn","Lespurid Elenn",05/02/2007,63749
,"Losterec","Purid",29159,"Kêriadenn","Lostereg",05/02/2007,77909
,"Meil Coz","Purid",29159,"Kêriadenn","Meilh Gozh",05/02/2007,82172
,"Menez ar Kastell","Purid",29159,"Kêriadenn","Menez ar C'hastell",05/02/2007,86800
,"Menez Boutin","Purid",29159,"Kêriadenn","Menez Boutin",05/02/2007,77910
,"Menez Cavarec","Purid",29159,"Kêriadenn","Menez C'havareg",05/02/2007,63751
,"Menez Groas","Purid",29159,"Kêriadenn","Menez ar Groez",05/02/2007,77911
,"Menez Pont Illis","Purid",29159,"Kêriadenn","Menez Pont Iliz",05/02/2007,82143
,"Ménez Prataléguen","Purid",29159,"Diseurt","Menez Pratalegenn",05/02/2007,86796
,"Menez Roscoz","Purid",29159,"Kêriadenn","Menez Roskozh",05/02/2007,77912
,"Moulin de Lespurit Cöat","Purid",29159,"Monumant","Meilh Lespurid Koad",05/02/2007,86793
,"Moulin Kervignol","Purid",29159,"Monumant","Meilh Gerviniol",05/02/2007,86792
,"Moulin Trévan","Purid",29159,"Kêriadenn","Meilh Drevan",05/02/2007,77904
,"Moulin Troyon","Purid",29159,"Kêriadenn","Meilh Droion",05/02/2007,77888
,"Moulin Vert","Purid",29159,"Kêriadenn","Ar Meilhoù Glas",05/02/2007,77879
,"Parc Caer","Purid",29159,"Kêriadenn","Park Kaer",05/02/2007,86799
,"Parc Gallo","Purid",29159,"Kêriadenn","Park ar Gallo",05/02/2007,63753
"Hent","Park Geot","Purid",29159,"Hent","Hent Park Geot",05/02/2007,86866
,"Parc Merdy","Purid",29159,"Kêriadenn","Park ar Merdi",05/02/2007,82173
,"Pen an allée","Purid",29159,"Kêriadenn","Penn an Alez",05/02/2007,77914
,"Pen ar Menez","Purid",29159,"Kêriadenn","Penn ar Menez",05/02/2007,82145
,"Penguilly","Purid",29159,"Kêriadenn","Pengilli",05/02/2007,77896
,"Penhoat","Purid",29159,"Kêriadenn","Penc'hoed",05/02/2007,77903
,"Pennaroz","Purid",29159,"Kêriadenn","Penn ar Roz",05/02/2007,82148
,"Penquer","Purid",29159,"Kêriadenn","Penkêr",05/02/2007,77913
,"Pont Aval","Purid",29159,"Kêriadenn","Pont Aval",05/02/2007,86810
,"Pont Illis","Purid",29159,"Kêriadenn","Pont Iliz",05/02/2007,82149
,"Pont Kerenguy","Purid",29159,"Hent","Pont Kerengi",05/02/2007,86812
,"Pont Kerguelmes","Purid",29159,"Hent","Pont Kergelmez",05/02/2007,86813
,"Porsgall","Purid",29159,"Kêriadenn","Porzhgall",05/02/2007,63755
,"Porsgall Nevez","Purid",29159,"Kêriadenn","Porzhgall Nevez",05/02/2007,77891
,"Poull Ranic","Purid",29159,"Kêriadenn","Poull Ranig",05/02/2007,77878
,"Prat ar Stang","Purid",29159,"Kêriadenn","Prad ar Stank",05/02/2007,77890
,"Prat ar Stang Névez","Purid",29159,"Kêriadenn","Prad ar Stank Nevez",05/02/2007,86795
,"Prat Foen Troyon","Purid",29159,"Kêriadenn","Prad Foenn Troion",05/02/2007,82150
,"Prataléguen","Purid",29159,"Kêriadenn","Pratalegenn",05/02/2007,63757
,"Prataléguen Laë","Purid",29159,"Kêriadenn","Pratalegenn Lae",05/02/2007,86797
,"Presbitolou","Purid",29159,"Kêriadenn","Presbitoloù",05/02/2007,77897
,"Quelarcun","Purid",29159,"Kêriadenn","Kelarkuñ",05/02/2007,63691
,"Quillianet","Purid",29159,"Kêriadenn","Killianed",05/02/2007,63759
,"Rivière de Pont-l'Abbé","Purid",29159,"Dour","Kanol Pont-'n-Abad",05/02/2007,86802
,"Roscracq","Purid",29159,"Kêriadenn","Roskrag",05/02/2007,77871
,"Run an Peul","Purid",29159,"Kêriadenn","Run ar Peul",05/02/2007,82175
,"Ruvélec","Purid",29159,"Kêriadenn","Ruveleg",05/02/2007,63761
,"Saint Louis","Purid",29159,"Kêriadenn","Sant Loeiz",05/02/2007,82176
,"Tal ar Hoat","Purid",29159,"Kêriadenn","Tal ar C'hoad",05/02/2007,82152
,"Ti Boutin","Purid",29159,"Kêriadenn","Ti Boutin",05/02/2007,86816
,"Ti Kozh ar Rest","Purid",29159,"Kêriadenn","Ti Kozh ar Rest",05/02/2007,86804
,"Ti Nevez arRest","Purid",29159,"Kêriadenn","Ti Nevez ar Rest",05/02/2007,86803
,"Traezh Kervein","Purid",29159,"Kêriadenn","Traezh Kervein",05/02/2007,86798
,"Traoñ ar Barrez","Purid",29159,"Rann (eus ar gumun)","Traon ar Barrez",05/02/2007,86808
,"Trévan","Purid",29159,"Kêriadenn","Trevan",05/02/2007,63763
,"Troyon","Purid",29159,"Kêriadenn","Troion",05/02/2007,77887
,"Ty ar Veil","Purid",29159,"Kêriadenn","Ti ar Veilh",05/02/2007,82155
,"Ty Cheu","Purid",29159,"Kêriadenn","Ti Cheun",05/02/2007,77915
,"Ty Douar","Purid",29159,"Kêriadenn","Ti Douar",05/02/2007,86788
,"Ty Feunteun","Purid",29159,"Kêriadenn","Ti Feunteun",05/02/2007,82156
,"Ty Garde","Purid",29159,"Kêriadenn","Ti Gard",05/02/2007,77875
,"Ty Nevez","Purid",29159,"Kêriadenn","Ti Nevez",05/02/2007,77916
,"Ty Pont","Purid",29159,"Kêriadenn","Ti Pont",05/02/2007,82157
,"Ty Val Sant Josef","Purid",29159,"Kêriadenn","Ti Val Sant Jozef",05/02/2007,86811
"Le","Menhir","Purid",29159,"Kêriadenn","Ar Maen-hir",05/02/2007,82144
"La","Tarnagasse","Purid",29159,"Kêriadenn","La Tarnagasse",05/02/2007,86789
"Le","Rest","Purid",29159,"Kêriadenn","Ar Rest",05/02/2007,77881
"Le","Roz","Purid",29159,"Kêriadenn","Ar Roz",05/02/2007,82151
"Lotissement","Pen Ar Leen","Purid",29159,"Karter","Penn al Lenn",05/02/2007,86794
,"Buzit Bras","Kloar-Karnoed",29031,"Kêriadenn","Buzid Bras",05/02/2007,86516
,"Cotonard","Kloar-Karnoed",29031,"Kêriadenn","Kotonard",05/02/2007,75564
,"Garlouet","Kloar-Karnoed",29031,"Kêriadenn","Garloued",05/02/2007,11943
"Le","Hirguer","Kloar-Karnoed",29031,"Kêriadenn","Hirgêr",05/02/2007,11944
,"Saint-Joseph","Purid",29159,"Kêriadenn","Sant Jozef",05/02/2007,6980
"Rue de l'","Abbé Cadiou","Kastell-Nevez-ar-Faou",29027,"Hent","Straed an Aotrou Kadiou",01/02/2007,134682
"Rue du","Moulin de la Courbe","Gwikomm",35033,"Hent","Straed Milin ar Stumm",30/01/2007,1804
"Baie des","Anges","Landeda",29101,"Dour","Aod an Aelez",30/01/2007,86896
,"Since","Teiz",56251,"Kêriadenn","Sins",29/01/2007,86868
,"Mézout Bras","Loperc'hed",29140,"Kêriadenn","Mezoud Vras",26/01/2007,16537
,"Coët Quintin","Pleñver",56161,"Kêriadenn","Koed Kintin",17/01/2007,79798
,"Pen-er-Pont","Pleñver",56161,"Kêriadenn","Penn ar Pont",17/01/2007,86719
,"Saint-Méen","Pleñver",56161,"Kêriadenn","Sant-Meen",17/01/2007,86713
,"Trélusson","Pleñver",56161,"Kêriadenn","Treluson",17/01/2007,86714
,"Croix Izan","An Ardeven",56054,"Kêriadenn","Kroez Izan",17/01/2007,86715
"Port de","Locmalo","Porzh-Loeiz",56181,"Porzh(-mor)","Porzh Lokmaloù",17/01/2007,86717
"La","Terre Rouge","Plunered",56176,"Kêriadenn","An Aod Ruz",17/01/2007,86716
,"Kerbois","An Alre",56007,"Kêriadenn","Kerboah",17/01/2007,77156
"La","Madeleine","Pleñver",56161,"Kêriadenn","Ar Vadalen",17/01/2007,86718
"La","Terre Rouge","An Alre",56007,"Kêriadenn","An Aod Ruz",17/01/2007,94861
,"Kerbois","Krac'h",56046,"Kêriadenn","Kerboah",17/01/2007,14996
"Rond-point de","Kerbois","An Alre",56007,"Hent","Kroashent-tro Kerboah",17/01/2007,121122
"Rond-point de la","Terre Rouge","An Alre",56007,"Hent","Kroashent-tro an Aod Ruz",17/01/2007,121136
"La","Croix Izan","An Intel",56055,"Monumant","Kroez Izan",17/01/2007,116785
,"Kerolland","Plougraz",22217,"Kêriadenn","Kerrolant",16/01/2007,10995
,"Hingair","Kervignag",56094,"Kêriadenn","An Herger",08/01/2007,86712
"Le","Cloestro","Kervignag",56094,"Kêriadenn","Ar C'hloestroù",08/01/2007,86711
"Cité","Plessis","Pondi",56178,"Karter","Kreizenn Plessis",08/01/2007,87655
"Le","Remoulin","Lostenk",56148,"Kêriadenn","Revelin",05/01/2007,86710
,"Kerleadec","Berne",56014,"Kêriadenn","Kerleadeg",03/01/2007,86700
,"Vouadec Vihan","Berne",56014,"Kêriadenn","Ouadeg Vihan",03/01/2007,86709
,"Ar C'holonioù","Plogastell-Sant-Jermen",29167,"Rann (eus ar gumun)","Ar C'holonioù",03/01/2007,84840
,"Ar Varaken","Plogastell-Sant-Jermen",29167,"Kêriadenn","Ar Varakenn",03/01/2007,84850
,"Ar Varrec","Plogastell-Sant-Jermen",29167,"Kêriadenn","Ar Vareg",03/01/2007,79311
,"Belle Vue","Plogastell-Sant-Jermen",29167,"Kêriadenn","Belle Vue",03/01/2007,79288
,"Briec Bihan","Plogastell-Sant-Jermen",29167,"Kêriadenn","Brieg Bihan",03/01/2007,79011
,"Briec Bras","Plogastell-Sant-Jermen",29167,"Kêriadenn","Brieg Bras",03/01/2007,65934
,"Briscoul","Plogastell-Sant-Jermen",29167,"Kêriadenn","Briskoul",03/01/2007,65936
,"Carbon","Plogastell-Sant-Jermen",29167,"Kêriadenn","Ar C'harrbont",03/01/2007,79148
,"Chemin du Marquis","Plogastell-Sant-Jermen",29167,"Hent","Hent ar Markiz",03/01/2007,84834
,"Coat ar Vezec","Plogastell-Sant-Jermen",29167,"Koad","Koad ar Vezeg",03/01/2007,84839
,"Coat Burel","Plogastell-Sant-Jermen",29167,"Kêriadenn","Koad Burell",03/01/2007,65938
,"Coat Quimper","Plogastell-Sant-Jermen",29167,"Kêriadenn","Koad Kemper",03/01/2007,79289
,"Cosquer","Plogastell-Sant-Jermen",29167,"Kêriadenn","Ar Gozhkêr",03/01/2007,79267
,"Creach Ruz","Plogastell-Sant-Jermen",29167,"Kêriadenn","Krec'h Ruz",03/01/2007,79274
,"Crec'hen Goz","Plogastell-Sant-Jermen",29167,"Hent","Krec'henn Gozh",03/01/2007,84852
,"Cressilor","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kresilor",03/01/2007,79305
,"Croas-an-Tennou","Plogastell-Sant-Jermen",29167,"Monumant","Kroaz an Tennoù",03/01/2007,82180
,"Croas-an-Tri-Person","Plogastell-Sant-Jermen",29167,"Monumant","Kroaz an Tri Ferson",03/01/2007,82183
,"Drévez Vihan","Plogastell-Sant-Jermen",29167,"Kêriadenn","An Drevez Vihan",03/01/2007,79143
,"Drévez Vraz","Plogastell-Sant-Jermen",29167,"Kêriadenn","An Drevez Vras",03/01/2007,79144
,"Guerveur","Plogastell-Sant-Jermen",29167,"Kêriadenn","Ar Gerveur",03/01/2007,79268
,"Guiler","Plogastell-Sant-Jermen",29167,"Kêriadenn","Gwiler",03/01/2007,65942
,"Hent Meur","Plogastell-Sant-Jermen",29167,"Kêriadenn","Hent Meur",03/01/2007,79152
,"Hinguer Vian","Plogastell-Sant-Jermen",29167,"Kêriadenn","An Hengêr Vihan",03/01/2007,79276
,"Karn ar Glaou","Plogastell-Sant-Jermen",29167,"Diseurt","Karn ar Glaou",03/01/2007,84849
,"Ker Heol","Plogastell-Sant-Jermen",29167,"Diseurt","Kêr Heol",03/01/2007,84832
,"Kerael","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerael",03/01/2007,79269
,"Keravann Vras","Plogastell-Sant-Jermen",29167,"Kêriadenn","Keravarn Vras",03/01/2007,65948
,"Keravarn Bihan","Plogastell-Sant-Jermen",29167,"Kêriadenn","Keravarn Vihan",03/01/2007,79012
,"Kerbiguet","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerbiged",03/01/2007,79146
,"Kerbinibin","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerbinibin",03/01/2007,79280
,"Kerboustoul","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerboustoul Gozh",03/01/2007,65950
,"Kerboustoul Nevez","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerboustoul Nevez",03/01/2007,79013
,"Kerbrug","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerbrug",03/01/2007,79291
,"Kerdaniel","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerdeniel",03/01/2007,79271
,"Kerdaniel Nevez","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerdeniel Nevez",03/01/2007,79273
,"Kerdaniel Vian","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerdeniel Vihan",03/01/2007,79272
,"Kerdeurnel","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerdeurnel",03/01/2007,65952
,"Kerdeurnel Vihan","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerdeurnel Vihan",03/01/2007,79014
,"Kerdreanton","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerdreanton",03/01/2007,65954
,"Kerdreanton Nevez","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerdreanton Nevez",03/01/2007,79015
,"Kerdreanton Vian","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerdreanton Vihan",03/01/2007,79016
,"Kereon","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kereon",03/01/2007,65956
,"Kereon Bihan","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kereon Vihan",03/01/2007,79017
,"Kereon Huella","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kereon Uhelañ",03/01/2007,79018
,"Kereon Izella","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kereon Izelañ",03/01/2007,79019
,"Kerfeunteun","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerfeunteun",03/01/2007,79292
,"Kerfioret","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerfiored",03/01/2007,65958
,"Kerfioret Huella","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerfiored Uhelañ",03/01/2007,79020
,"Kerfioret Izella","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerfiored Izelañ",03/01/2007,79021
,"Kergaleden","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kergaleden",03/01/2007,65960
,"Kergren","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kergrenn",03/01/2007,79270
,"Kerguernou","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kergerno",03/01/2007,65962
,"Kerguernou Nevez","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kergerno Nevez",03/01/2007,79025
,"Kerguernou Vian","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kergerno Vihan",03/01/2007,79026
,"Kergurunet","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerguruned",03/01/2007,65964
,"Kergurunet Nevez","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerguruned Nevez",03/01/2007,79028
,"Kergurunet Vian","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerguruned Vihan",03/01/2007,79027
,"Kerivin","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerivin",03/01/2007,79147
,"Kerlen","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerlenn",03/01/2007,79285
,"Kerléron","Plogastell-Sant-Jermen",29167,"Kêriadenn","Keleron",03/01/2007,65966
,"Kerleyen","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerleien",03/01/2007,65968
,"Kerluen","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerluen",03/01/2007,65970
,"Kermarigou","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kermarigou",03/01/2007,65972
,"Kermathéano","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kermatehano",03/01/2007,65974
,"Kermoguer","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervoger",03/01/2007,79153
,"Kermoguer Vian","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervoger Vihan",03/01/2007,79154
,"Kermorien","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervorien",03/01/2007,65976
,"Kernevez","Plogastell-Sant-Jermen",29167,"Kêriadenn","Ar Gernevez",03/01/2007,79266
,"Kernoa","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kernoa",03/01/2007,65978
,"Kernour","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kernour",03/01/2007,65980
,"Kerogot","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerogod",03/01/2007,65982
,"Kerouanquen","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerouanken",03/01/2007,65984
,"Kerourien","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerourien",03/01/2007,79278
,"Kervayec","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervaieg",03/01/2007,65986
,"Kerveyen Vian","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerveien Vihan",03/01/2007,79030
,"Kervignol","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kerviniol",03/01/2007,65990
,"Kervignol Vihan","Plogastell-Sant-Jermen",29167,"Kêriadenn","Keviniol Vihan",03/01/2007,79031
,"Kervigodou","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervigodoù",03/01/2007,65992
,"Kervigodou Gouz","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervigodoù Gozh",03/01/2007,79033
,"Kervigodou Huella","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervigodoù Uhelañ",03/01/2007,79035
,"Kervigodou Izella","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervigodoù Izelañ",03/01/2007,79032
,"Kervigodou Nevez","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervigodoù Nevez",03/01/2007,79034
,"Kervil","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervil",03/01/2007,65994
,"Kervil Moustoir","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervil ar Vouster",03/01/2007,79036
,"Kervinic","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervinig",03/01/2007,65996
,"Kervleo","Plogastell-Sant-Jermen",29167,"Kêriadenn","Kervleo",03/01/2007,79293
,"Lélosquet","Plogastell-Sant-Jermen",29167,"Kêriadenn","Lelosket",03/01/2007,66000
,"Menez Boutin","Plogastell-Sant-Jermen",29167,"Kêriadenn","Menez Boutin",03/01/2007,79286
,"Menez Goueron","Plogastell-Sant-Jermen",29167,"Kêriadenn","Menez Goueron",03/01/2007,79279
,"Menez Langras","Plogastell-Sant-Jermen",29167,"Kêriadenn","Menez Langraz",03/01/2007,79294
,"Menez Ogan","Plogastell-Sant-Jermen",29167,"Kêriadenn","Menez Ogan",03/01/2007,79150
,"Menez Ogan Vian","Plogastell-Sant-Jermen",29167,"Kêriadenn","Menez Ogan Vihan",03/01/2007,79151
,"Menez Quel","Plogastell-Sant-Jermen",29167,"Kêriadenn","Menez Kel",03/01/2007,66002
,"Menez Unard","Plogastell-Sant-Jermen",29167,"Kêriadenn","Menez Sunar",03/01/2007,66004
,"Minven","Plogastell-Sant-Jermen",29167,"Kêriadenn","Minvenn",03/01/2007,79158
,"Moulin Baron","Plogastell-Sant-Jermen",29167,"Kêriadenn","Meilh ar Baron",03/01/2007,66006
,"Moulin Mareguez","Plogastell-Sant-Jermen",29167,"Kêriadenn","Meilh Varregez",03/01/2007,66008
,"Moustoir","Plogastell-Sant-Jermen",29167,"Kêriadenn","Ar Vouster",03/01/2007,79041
,"Moustoir Vian","Plogastell-Sant-Jermen",29167,"Kêriadenn","Ar Vouster Vihan",03/01/2007,79042
,"Parc Zale","Plogastell-Sant-Jermen",29167,"Kêriadenn","Park Sale",03/01/2007,79283
,"Park ar Veil","Plogastell-Sant-Jermen",29167,"Diseurt","Park ar Veilh",03/01/2007,84854
,"Pendréo","Plogastell-Sant-Jermen",29167,"Kêriadenn","Pendreo",03/01/2007,66010
,"Penfrat","Plogastell-Sant-Jermen",29167,"Kêriadenn","Penfrad",03/01/2007,79138
,"Pennalin","Plogastell-Sant-Jermen",29167,"Kêriadenn","Pennallenn",03/01/2007,79130
,"Pondellec","Plogastell-Sant-Jermen",29167,"Kêriadenn","Pondelleg",03/01/2007,66012
,"Pont al Laer","Plogastell-Sant-Jermen",29167,"Monumant","Pont al Laer",03/01/2007,84835
,"Pont Guen","Plogastell-Sant-Jermen",29167,"Kêriadenn","Pont Gwenn",03/01/2007,82185
,"Poul Danvat","Plogastell-Sant-Jermen",29167,"Kêriadenn","Pouldañvad",03/01/2007,79159
,"Quilliou","Plogastell-Sant-Jermen",29167,"Kêriadenn","Ar C'hillioù",03/01/2007,66014
